ORF,As,Ca,Cd,Cl, Co,Cu,Fe, K,Mg,Mn,Mo,Na,Ni,P,S,Se,Zn
YKL105C,0.541596309,0.477608923,0.338599208,0.283433512,-0.186031822,-0.037089974,-0.094068488,-0.379144746,-0.161729909,0.087475588,0.002615709,-0.285515248,0.318360255,0.315910186,0.359109379,0.550014536,0.437888007
YKL106C-A,1.11568487,-0.0650217,-1.654459781,-0.239947725,-1.518616606,0.111619163,-0.611305241,-2.258425542,-1.835470326,0.151345079,-0.173002596,-2.109594815,-1.107746859,-3.089685636,-1.360652858,0.494208791,-0.853371893
YKL106W,-0.469191444,0.282212571,0.418049035,0.825225252,0.032305671,-0.26955288,0.075800883,0.775644783,0.473919104,0.225930853,-0.08228322,1.132140063,0.43675376,0.056751654,1.197020782,0.298234236,0.245745147
YKL107W,-0.721113111,0.685327597,-0.280408452,0.524783403,-0.04862561,0.291108286,-0.372686307,0.508918454,-0.147271013,0.283076656,-0.128544814,0.329870141,0.111139309,0.371715115,0.299490176,-0.499118056,0.465421871
YKL108W,-0.456016007,-0.674660885,-0.296747322,0.190997871,0.022466043,-0.031881303,-0.670960031,-0.727918345,0.518132137,0.083182673,0.23237123,0.473340194,0.391026146,-0.787224652,-0.180628133,0.112093029,-0.565657184
YKL109W,0.581880521,0.19965975,-1.116528285,-0.248595137,1.021781452,3.484202057,0.215540992,0.295840631,0.126489639,-1.152415516,-1.030871519,0.132530344,0.304547134,0.071054591,-0.982092162,-1.265891525,-3.21666215
YKL110C,0.82080845,0.138073533,0.174615943,-0.660340382,-0.012343452,0.244250995,-0.55477174,0.193615627,0.461088138,0.575007488,-0.353478036,0.571514789,-0.078925219,0.015206421,-0.360488957,0.058868892,0.104597898
YKL112W,-0.23392884,-0.542855882,1.280886708,0.665010244,-1.259996743,0.278110347,0.684860084,-1.34618437,-0.644522964,0.558971058,-0.320783432,-0.185213458,0.108130026,-1.623006925,0.071941144,-0.580012355,0.628329844
YKL113C,-0.105462628,0.009809949,-0.182653225,-0.422179836,0.060063122,-0.350332608,0.057039545,-0.118553578,-0.233090862,-0.634199651,0.288924417,0.193836673,0.457436801,-0.936485261,-0.292694387,0.540910592,-0.226984171
YKL114C,-0.160521341,0.386054946,0.028672817,-0.292821617,-0.449277147,0.05001697,2.8025493,-1.124679694,-0.869191956,-0.234515681,1.89206181,-0.027554905,-0.420722092,-0.024030845,-0.400231505,-0.239628753,0.051376749
YKL115C,-0.421499098,0.012470805,0.005685859,-0.229547045,-0.14473196,-0.292314021,0.753159812,0.151515793,0.520885792,0.228835503,0.360396328,-0.137112691,-0.078471832,0.15488856,0.534243884,-0.013917652,0.227877146
YKL116C,-1.647268973,-0.395728785,1.943199274,-0.441689308,0.196515186,-0.640761164,-0.364078699,0.227363783,-0.047929341,-0.073612548,-1.390899261,-0.406769057,-0.007650266,0.027698049,-0.484963512,0.674667941,-0.205284273
YKL117W,-1.417414673,-0.696148022,-3.414398653,-3.855230967,-4.372218661,-0.425349428,1.785513078,-2.423112888,-5.803154921,-7.174310609,0.036801446,1.380123074,-3.583400371,-3.437426286,-3.322441627,-4.236742798,2.993476511
YKL118W,-0.63053494,0.61243343,-0.528763407,-0.713415313,-0.250154938,-0.360165562,-0.122427733,-0.000416725,-0.313500444,-0.040948025,-0.194253695,-0.070968515,0.032681437,-0.364930112,-0.670665517,0.665913311,-0.500506337
YKL119C,0.020981095,0.031003851,-0.131696466,-0.049076871,0.268329533,-1.160420105,0.71459489,0.827906817,0.927123351,0.41496325,0.946049719,-0.202360439,0.149534703,0.742554396,-0.04134392,-0.324859245,-0.235850737
YKL120W,-0.085741628,-1.777311446,2.272940258,-0.183337018,3.681663215,1.676646147,1.009297813,-2.083498702,2.519274424,-3.435356975,-0.167791583,-0.058487477,1.528330721,-0.685907858,-2.234149114,-3.322384387,0.370400646
YKL121W,-0.929656537,-0.059144163,0.09531552,0.456609633,-0.128932899,0.629981969,-0.337104504,0.330020085,-0.04854754,-0.408997108,-0.52272297,-0.038036047,0.503735476,0.751910249,0.476529894,0.528240355,0.912023569
YKL122C,0.060690417,-0.64896521,1.861989409,-0.327071494,-0.407430185,-0.896426202,-1.032250643,0.023580212,-0.248663549,0.207031771,-1.444369667,-1.055210986,-0.096149571,-0.368653183,0.236684962,-0.021156544,0.662326664
YKL123W,-0.723036064,2.108306818,-0.336822439,-0.562603292,0.099002538,-0.249175692,0.037648189,-0.500188407,-0.343632079,-0.801848128,-0.851486295,0.045120375,-0.501728612,-0.496113517,-0.234761285,1.417724895,-0.069735799
YKL124W,0.948993925,0.097933,1.123239417,0.594527324,0.425268507,0.200081033,-0.541197378,-0.137673668,1.42318669,1.108822242,0.075864448,-0.949218428,0.652283273,0.45985829,0.372534034,-0.307734332,-0.786793427
YKL126W,-0.244154977,-0.36058608,0.108588672,-0.055935274,-0.433947371,-0.22967447,-0.845227645,-0.514876249,-1.304442654,0.158650861,-0.98103705,-0.954436136,-0.752194387,-1.028912521,-0.255729729,-0.397469901,-0.136332703
YKL127W,0.053388851,-0.00651438,-0.942839237,-0.243906942,-0.669022562,-0.192193478,0.029448651,-0.330779042,-0.865495604,0.308870761,-0.054609382,0.016656636,-0.28333216,0.481452062,-0.486557999,-0.511630348,-0.293428437
YKL128C,1.036518633,0.06406852,-0.044814845,-0.297683932,-0.000467585,-0.151929578,0.072253493,-0.169839923,0.125993578,-0.550898116,-0.09206455,0.397438798,-0.594896589,-0.439379915,-0.343141337,-0.13744775,0.071550457
YKL129C,0.251293684,0.669240641,0,-0.198820353,-0.28438348,0.007934077,-0.699981648,-1.511062884,-0.807989641,-0.247267257,0.25510843,1.150731641,0.1163741,-0.955225777,-0.621063987,-0.074699538,-0.120142988
YKL131W,-0.066842087,-0.008482106,0.735938218,-0.15691411,0.964991491,-0.065158646,0.336605772,0.997547439,1.021985793,0.777139289,0.588434802,-0.297110718,0.62266745,0.902776111,0.846084209,0.353791218,0.379131429
YKL132C,-0.613784668,-0.745765813,-0.186550052,0.377004857,-0.397469241,-0.513107435,-0.741592908,-0.591851003,0.394284464,0.296184574,0.20568273,-0.41415366,0.446428463,-1.123817918,-0.027690262,0.645385281,-0.491048744
YKL133C,0.207179337,-0.126754598,0.546432808,-0.020038335,0.062761258,-0.074382788,-0.694457664,-0.993276293,-0.416352593,0.64027754,-0.137618334,1.126554866,-0.66838319,0.10025233,0.870139915,-0.546818273,0.085941714
YKL135C,1.19489254,-0.100927744,-2.393459429,-0.01723628,-3.516494183,2.372628422,2.555056915,-0.064445723,-1.240045192,-1.948133597,2.181961675,-0.822885808,-0.695263565,0.897146586,0.771836913,0.445670108,0.89118391
YKL136W,0.072074016,-0.69416882,-0.098272745,0.080946501,0.087872528,-0.024583903,-0.208051344,0.00834432,0.119763971,-0.177841897,-0.085310458,-0.07395115,-0.019681837,-0.52171075,-0.210071645,-1.02204627,-0.728090522
YKL137W,0.212357041,0.355301938,-0.22760284,-0.101312537,0.115858517,-0.01671169,-0.261206454,-0.407743429,-0.588547744,0.4858485,-0.096333163,-0.267673528,0.479680405,-0.593802737,-0.196338626,1.154602929,-0.507143925
YKL138C,0.432761347,-0.099207684,-0.633037713,0.716485335,-0.473914983,-0.797296447,-0.514174081,-0.461077479,-1.504323419,-0.033269928,0.004240663,-1.519349211,-0.634421597,-0.311352644,-0.460399294,-0.144004621,-0.007865814
YKL139W,-0.486015332,-1.499889287,0.267488438,1.313457306,1.68636618,1.013894909,-0.383216876,-0.708153339,1.210483286,-2.542660194,-0.998866124,0.528456259,0.898648659,-0.254418744,-1.615603309,-1.251477937,-4.768250312
YKL140W,-0.815689621,-0.534784654,-0.050724619,0.036374734,0.294920089,0.134196757,-0.173837428,0.22695888,-0.10621303,-0.047073456,-0.319912621,-1.800074324,-0.440744744,-0.762009411,-0.37784546,-0.084227123,-0.218391003
YKL142W,-1.555049432,-0.668057126,-1.131539455,0.28700982,-0.974056774,-1.263505805,-1.186640506,-1.121200357,-0.506973777,-0.34704716,-0.753664281,-0.395818099,0.012273081,-1.068509032,-1.384853921,0.069739026,-1.530056923
YKL143W,0.558913951,0.58120315,0.02212555,-0.112506585,0.020648957,0.366320981,0.843706649,0.209768843,0.669125453,-0.083291487,1.181583211,0.259892629,0.468297068,-0.146225986,0.334110917,0.409602941,0.223721219
YKL144C,-0.688240492,-0.577118514,0.0326091,-0.400971771,0.485230717,-0.774243216,-0.861767341,-2.118692663,-0.044291303,-0.284982409,-0.5273186,-0.713331857,0.011254046,-1.860183033,-1.200700249,-0.937070632,-0.71436551
YKL145W,1.202921234,-0.787346901,3.016208605,0.369679545,1.213775199,0.231723801,0.298417735,-0.162563532,1.66841797,-0.307835271,-0.282469154,0.1172352,0.560221441,0.220615435,0.346575327,-1.121328145,-0.691931485
YKL146W,0.532068225,-0.364172954,-2.466315379,0.373086735,-2.058099246,1.586866174,0.63988394,0.823490671,-0.416316889,-0.974772487,-1.039261936,0.713672692,0.033336916,1.874715139,1.215000519,1.112848612,0.643651698
YKL147C,-0.178380842,0.368204397,0.317273509,-0.086444259,0.309762804,0.307704064,0.495615696,0.41964086,0.07731362,0.266129716,0.049018792,0.506638593,0.581885899,0.116255931,0.047050523,-0.417162525,0.308246602
YKL148C,-0.419280075,0.065151077,-0.3121011,-0.018700253,-0.0827616,-1.186605962,-0.532750276,-0.57046097,-1.195973721,0.279384149,-0.624200931,0.071963551,-0.813972502,-0.291200739,0.117665422,0.422646553,-0.103600689
YKL149C,1.801344901,-0.407462638,0.890980037,0.126739612,0.778658835,1.244799124,2.022924521,0.954803248,2.003777282,0.222753986,2.352755263,-0.012779646,1.185723609,1.375931885,0.60788482,-0.053883019,-2.994020337
YKL150W,0.331647109,-0.34463028,-0.325097094,-0.35252735,0.041945566,-0.868175158,0.165824779,0.039259725,-0.323113234,0.1170486,0.398091047,-0.429324075,-0.904083384,-0.348609528,-0.443583998,-1.271050729,-0.128559255
YKL151C,0.854995469,-0.985500672,0.456488169,0.376876996,-0.128106215,0.189887709,0.623075895,-0.406837448,0.524368879,-0.071528319,0.247267944,-0.267789107,-0.135381998,0.670280719,1.142099072,-0.596988194,0.557298561
YKL152C,1.514846582,0.700160471,-0.064269578,-0.62273205,-0.39505335,0.114973201,-0.233746708,-1.060178779,-0.080432371,2.189607635,0.095550312,-0.096582719,-0.540589304,-0.657972922,0.550432763,-0.312520656,-0.290340061
YKL153W,0.49429096,0.808631286,0.968475137,0.057188185,0.645464786,0.318616127,0.848942368,1.437979758,1.400042685,0.488364431,1.276362072,0.816038148,1.244049623,2.348658565,1.536808237,-0.221976895,1.048676234
YKL154W,0.022126473,-0.836172374,-0.173325614,-0.703985414,-0.22066617,0.614411069,-0.286935367,-0.288462952,-0.46343021,-0.690542556,0.594955323,-1.018208811,-0.358416988,-0.261545713,0.117635106,0.931402585,-0.238159206
YKL155C,0.134561678,0.2734172,0.037093386,-0.29679742,0.289323073,-1.334128495,-0.467695788,0.244295033,0.733056228,0.815194111,-0.398744171,-0.583054932,-0.004380477,0.236266274,-0.280968023,-0.064783137,-0.362831329
YKL156C-A,-0.427294105,-0.799834823,0.082650631,0.143828222,0.288691466,0.333646972,-0.10863701,-0.782143872,1.223717104,-1.187283653,-0.704150542,0.120109812,0.534836052,-0.34851324,-1.377805312,0.43104644,-5.529035682
YKL156W,-0.638837059,-0.061642463,0.291404736,-0.581261627,0.045484437,-0.436220978,-0.858974431,0.539841582,0.101924248,-0.040395541,0.071267736,-0.527302583,-0.024255147,-0.661537687,-0.343453126,-0.068237972,0.650053988
YKL157W,-0.392064502,-1.265741362,-0.353568817,-2.244718565,-0.874229365,-1.320875516,-1.98247847,-1.147083426,-0.808128596,0.037680973,-0.692294408,0.587244055,-0.133284878,-0.605696844,-1.726869674,-0.114626771,-0.940433047
YKL159C,-0.904669688,-1.346424167,-0.054223105,1.195469189,0.699387594,1.91967864,-0.563592029,-0.467234109,1.515804774,-1.720781445,-0.560331883,-0.680864241,0.903207116,-0.146647266,-1.259890746,-1.207530365,-6.314658258
YKL160W,0.520452557,-0.544637014,0.496308622,0.212913582,0.428085376,0.31444512,0.667248635,0.90930619,1.206351498,0.158255098,0.387609197,-0.103835072,0.439883269,0.06048507,-0.344760304,-1.467007806,-2.237122855
YKL161C,0.700747586,0.014073573,0.726267347,0.458837245,0.55645149,0.024335941,-0.333374345,0.383956996,0.161822193,0.537395417,-0.117177825,1.379614835,0.415658952,0.227012882,-0.304703347,-1.124396309,0.255898264
YKL162C,-1.665573507,-0.731950839,-4.656718505,1.625825616,-3.513498149,1.991320764,0.394600515,-0.347561505,-1.684430237,-1.914634705,0.227960397,-0.087592607,-2.08194078,-1.367842744,-0.286644407,-0.77605401,0.690634204
YKL162C-A,-0.724241696,-0.339539337,0.401674424,0.690093775,-0.092743924,-0.264242835,-0.712646287,0.54065667,-0.000451216,0.200705308,-1.063445914,-0.313788068,0.066615248,0.033873247,-0.010108028,0.288060351,-0.113248574
YKL163W,-0.420965563,-0.261394617,-3.860162056,1.850588545,-7.011097068,0.565038206,1.25073212,-3.266380584,-3.60512513,-4.14548375,4.097107009,0.35621869,-2.489796934,-1.229688181,-1.328450445,-0.201076911,-1.126014745
YKL165C,0.704946723,-0.417083944,0.262837734,0.237835971,-0.022309887,0.466621832,-0.387506229,0.675968354,0.586796326,0.066215461,0.072746447,0.300402814,0.555934472,0.262875112,0.545353836,-0.290088823,0.900688578
YKL165C-A,0.24425749,0.459855726,0.290747305,-0.693577771,0.112482077,-0.002656055,-0.083406916,-0.225107637,-0.066463246,0.422547706,-0.090248797,-0.103864206,-0.157267286,-0.355298163,-0.020681553,0.284157462,-0.044121191
YKL166C,3.996433379,1.619010356,-0.454425398,1.522969899,-0.405680436,0.724599329,-1.372157504,2.352088436,0.149162939,-0.133575073,-0.992163956,0.652278325,0.151467876,1.990576638,0.381838544,1.816990668,-0.720505039
YKL167C,0.880641431,0.057306789,0.080363314,-0.345270753,0.346568558,0.233980524,0.121232607,-0.697242899,-0.143555421,0.58558432,0.32455196,-0.228520793,-0.004645394,-0.071977905,0.079205623,0.966311682,0.111929821
YKL168C,0.014125389,-0.480531036,0.682054925,-0.035777985,0.041347421,0.239581127,0.312199894,-0.398477338,-0.659253682,0.985057088,0.107759755,0.069883646,-0.507521858,0.435256401,-0.224478149,-0.345469747,0.29141824
YKL169C,2.086873583,0.400456303,-0.835488307,0.489990103,-2.000670706,0.531281017,1.08978958,0.168638198,-1.516272925,-0.277666053,0.27406139,0.274951167,0.129760704,0.830391229,0.641945503,0.055613467,0.859171217
YKL170W,-0.002763139,4.465435036,-0.202669917,0.08506743,0.190904023,-0.837513319,-0.709303848,0.071187186,-0.518110081,0.00509291,-0.428026395,0.246758538,-0.034117324,-0.883993624,-0.248858994,-1.315299703,0.299853597
YKL171W,0.492607103,-0.422531074,-0.115875233,-0.057505929,-0.245785174,0.105022263,0.591978815,0.260677081,-0.368775573,0.431877276,0.248411875,-0.181439407,-0.233655807,0.010614127,-0.070247234,-0.362508827,0.219136761
YKL172W,-0.345707499,0.455429181,-0.09098516,-0.018878198,-0.202857923,-0.452274815,-0.274881493,0.278568838,-0.583810269,-0.238747927,-0.148285802,0.275779554,-0.192405247,0.193140016,0.345495404,0.743523201,-0.170812092
YKL173W,0.426275029,-0.586303029,-0.490950334,0.22063272,-0.724285143,0.041914195,-0.295901934,-1.354746664,-0.787841967,-0.119289603,0.604224842,-0.590164991,0.086579634,-1.647822957,-1.869763199,1.052803577,-0.456418533
YKL174C,-1.662213734,0.308116288,-0.102511081,-1.074062026,0.340835537,0.713313908,0.376779449,-0.06941877,-0.232373772,-0.172511677,0.441282931,0.500290272,-0.649939439,-0.595860803,-0.445193903,-1.030108859,0.149577757
YKL176C,0.394545373,-0.152832818,-1.592944498,-0.671981991,-3.113764938,0.977308725,0.933489591,-0.915208786,-0.890213613,-1.422462853,2.064578979,-0.221240011,0.774680299,0.272457986,0.040884757,-0.429932447,0.344657263
YKL177W,0.87222315,-0.03937614,0.542481183,0.040526381,1.049544751,1.685249835,-0.011924602,0.45547672,1.822552069,0.234745145,0.352206202,-0.011314308,0.401444231,0.750856034,0.145314053,0.280253654,-1.52515011
YKL178C,-0.26662265,-0.00404146,-0.332850616,-0.054225816,-0.821105289,-0.656299999,-0.271195374,-0.599142491,-0.319906074,-0.794046904,-0.125400942,-0.736458563,-0.338626767,-0.683452961,-0.532498994,0.696229459,-0.515930186
YKL180W,-0.533568655,-0.106398539,0.549575247,1.537942213,-0.490436128,0.287087373,-0.82353434,0.658700563,-0.012657646,0.728757315,-1.253096065,-0.099696867,-0.0135524,0.208176419,0.132576448,0.491646664,-0.253988104
YKL181W,-0.07520893,-0.264339833,-0.527668304,-0.056805404,-0.263198336,-0.334140498,0.017438465,-0.498676583,-0.300920013,0.332702961,0.933837155,-0.21823144,-0.423527303,-0.902422281,-0.572878386,-0.209890944,-0.215185316
YKL183W,-1.803886372,-0.808463923,0.114579541,-0.450576347,0.421348098,-0.855297428,-0.660585839,-0.949419422,-0.943400241,-1.148687969,-0.312771885,-1.100783836,-1.081107759,-0.53819821,-1.02770003,-1.280078981,-0.116483119
YKL184W,-1.159276265,-0.790115563,0.705121188,-0.960021221,1.192928591,0.795457698,0.702856705,-0.552869138,0.094990186,0.240330974,0.441736451,-1.432927788,-0.22006566,-0.777457005,-0.7071323,-2.440740766,0.082033541
YKL185W,0.066932285,0.135285631,-0.013732235,-0.790920659,0.28778761,0.420218222,0.635125847,-0.099648172,-0.372928132,-0.283008239,0.923184571,-0.399897204,0.229677658,-0.072786515,-0.346157287,-0.629033565,0.018271017
YKL186C,-0.181742384,0.358722948,1.10851671,0.155405276,0.868739468,0.159899861,0.380370851,1.433022125,1.500255764,0.566870278,0.268600565,0.022570855,1.084361019,1.317334068,1.280551336,0.650212714,0.770515531
YKL187C,-0.240700172,2.472727513,-0.228363332,-0.282253725,-0.111361516,-0.223302247,-0.566845922,-0.420514911,-0.536969434,-1.083548254,-0.089749777,0.093390758,-0.377202231,-0.562274875,-1.159897669,-1.372629896,-0.214142744
YKL189W,0.735600649,-0.152861069,0.304982826,-0.257120732,0.636801907,1.824195862,-0.529892706,0.660367929,1.779949822,-0.30283836,-1.104947439,0.858293873,0.805395625,0.505266843,-0.461531107,-0.386449996,-1.741700869
YKL190W,0.107827461,1.254721563,-2.946422188,1.187090839,-3.935326749,3.133297398,0.867341662,-3.247372438,-1.543344152,-2.596861044,-0.013356474,0.453522751,-1.468075489,0.224237397,-0.407398532,0.521725514,-1.587651539
YKL191W,-0.373234651,-1.388827094,-1.324500054,-1.467418718,-0.903339895,-0.871237834,-0.861575813,-1.364030412,-0.753921868,-0.694132447,-0.134514657,0.129767938,-0.794415653,-2.037144769,-2.042420761,-0.437009196,-1.944131635
YKL192C,-0.399362528,1.24065918,-0.134424327,0.614689843,-0.930799627,0.368139325,-0.178999066,-1.52238401,-0.800873885,0.347765711,0.402690764,0.034578558,-0.850206966,-1.171561399,0.964882316,0.086118111,0.252338932
YKL193C,-1.149650842,2.028293187,-2.340011716,0.009494198,0.773604461,0.060170475,-0.698148113,-0.629232757,0.244109013,0.423234777,0.314294686,3.246635079,0.22001829,-0.32575068,2.544309083,1.12746149,0.004873098
YKL194C,0.168598772,0.108195049,-0.1609199,0.697291698,-0.395651214,0.060960064,1.742195268,-0.347191838,-0.416684543,-0.01747821,1.877167246,0.633372733,-0.893147471,-0.026806504,-0.202177539,-0.30082595,-0.066895226
YKL195W,-0.506456469,0.404485945,0.159289466,0.340187069,0.265950479,-0.160105622,0.656694882,-0.54210869,0.721690736,-0.23804654,0.427205447,0.008964254,0.422820904,-0.442422626,-0.342092088,0.554931988,-1.140973012
YKL197C,0.801997015,0.340668806,0.580632961,0.922384211,0.235925908,0.379399434,0.509023055,0.638276695,0.750511877,0.043999043,0.225282202,-0.158592343,0.388134278,0.660759829,0.257304603,-0.529242533,0.440037289
YKL198C,0.798005324,0.575194311,0.610475008,0.66312587,1.443720827,0.513935817,0.973901403,1.220644306,0.442743745,0.294964258,1.483680415,-0.379523823,0.128607651,0.625667814,0.702755855,1.144690035,0.653781295
YKL202W,-0.57024249,-0.027561364,0.669143977,0.449546145,0.496580151,-0.065462708,0.28137035,-0.343350661,0.22291099,0.162722423,0.358808384,-0.414876185,-0.013944825,-0.054636592,0.071065769,0.278770792,-0.320262424
YKL204W,0.820718118,-0.899291866,0.993132176,-1.522603291,0.203687016,0.375136114,1.500284702,0.075354926,-0.391784988,0.597650671,2.41144499,0.58469493,-0.405309265,0.476465069,0.17365467,0.842576904,0.13875048
YKL205W,-0.768008454,-0.539221775,-0.997821682,-0.834499632,-0.723447876,-0.534858605,0.579647995,-0.159125014,-0.501154876,-0.366325694,1.089826125,0.498869849,-0.105158575,-0.78103681,-0.708882874,1.012658845,-0.668907553
YKL206C,0.170195678,0.078463928,0.247748035,0.034018095,0.877427699,-0.481206407,0.244529204,0.387417254,0.235571348,0.072357381,0.167852893,0.175478433,-0.058571011,0.515996815,0.924968905,0.419340141,0.571061869
YKL208W,0.66687567,-0.804301614,0.891291366,0.546694405,1.075145675,1.942047468,1.924493012,0.195140899,0.420821223,-0.572462721,-0.862336843,0.356436269,0.081821234,0.083039246,-0.309202027,-0.367344047,-5.781630029
YKL209C,0.65517075,0.925021312,0.914348529,0.851207506,0.84281392,2.181385387,0.071530595,-0.012934452,1.7912752,0.353874647,0.787482641,0.735917224,1.412611466,1.343270453,1.209160599,0.449727602,0.560192225
YKL210W,0.685500516,0.891984096,3.500666027,-0.375286374,1.517162326,1.422382442,1.603208636,0.239287925,0.296584357,2.16439318,1.701739071,1.460330079,1.694709325,1.611112055,1.67779936,0.816243721,1.647853957
YKL211C,0.429064076,0.182338573,0.440688877,0.73581665,-0.110536029,0.103002404,0.203877876,0.747007262,0.212933273,-0.504394706,0.224357246,0.464575235,0.161717254,0.482331527,0.665693683,1.144527346,0.227444059
YKL212W,-0.596866744,0.084490966,-0.128892866,-0.660571255,-0.21004837,0.119943164,-0.042051013,-0.766687804,-0.429461849,0.09956937,-0.671719828,-0.127764436,-0.629290439,-0.732723247,-0.573261659,-0.382703723,-0.493533825
YKL213C,-0.21968605,-0.158164346,0.317875923,0.301334025,-0.02944497,0.489878338,-0.836173909,0.424722725,0.759332047,0.546547652,-0.237267122,-0.352279597,0.288394986,-0.370644956,4.830688276,1.070529412,-0.056688716
YKL214C,-0.238236006,-0.017711904,-0.38185013,-0.074698346,-1.412143579,-0.581435839,-1.146587492,1.069638246,-0.66598705,1.141077601,-0.207175455,0.022469145,-0.093622219,-0.784471134,-0.039472073,0.690119285,0.308559808
YKL215C,0.328568893,0.39919032,1.100746917,0.786405896,-0.16847673,1.76632067,0.790152363,0.732147492,-0.522501853,0.657499203,-0.420615913,-0.337906459,0.573080386,0.770173925,0.708139829,0.425343201,0.227647416
YKL216W,1.307147425,-1.130644761,2.478331737,1.034581286,-0.119526804,0.337290917,-0.356695011,0.863246442,0.709530394,2.036791346,-3.083820265,-0.227231323,0.734884279,0.349626538,1.252911912,-0.371935172,0.870556615
YKL217W,3.528370321,0.06822439,0.144230779,6.065745454,-0.037066646,0.352718718,0.713948373,0.079349952,0.502941655,1.136817602,-0.386495144,-0.429655461,0.006799593,0.963915206,0.786582605,-0.443614634,0.157891527
YKL218C,1.233716601,1.03864354,-1.11724336,-0.113890868,-0.797940897,1.288280292,-0.762595784,-1.52371931,-1.986896149,-0.533990035,-0.197186623,-0.242522643,-0.850303632,-1.821431704,-1.472887048,0.337420364,-0.491890709
YKL219W,-0.103189095,-0.559188973,0.15972132,-0.611407072,0.829706771,0.695247336,0.031821806,-0.681726686,1.425697027,0.238245798,0.529853896,-1.054257545,0.799206078,-0.142654949,-0.03270543,-1.4709975,-0.593681109
YKL220C,-1.314546486,0.196448314,0.190931711,0.912584347,0.010068343,-0.147507547,0.087780303,0.502137619,0.03340964,-0.955831631,-0.348127237,0.174576911,0.032479531,0.138050665,-0.712569356,1.00485178,-0.161042551
YKL221W,-1.444329792,-0.19409039,-0.943344011,-0.550416505,-0.643825535,-1.3660603,-0.820319234,-0.55118831,-0.660288243,-0.777050433,-0.331614712,-0.838964688,-0.612482009,-0.55773,-0.648440935,0.635620742,-0.175092825
YKL222C,0.607463914,-0.831324544,0.226093502,-1.55565353,0.540467232,-0.463815379,-0.044249294,0.75558261,1.338457148,0.325795465,0.284904131,0.408697565,0.444048277,1.554936024,0.70672902,-0.018204322,0.419112885
YKL223W,-1.138102945,0.084693715,0.45014627,-1.065586066,-0.10280445,-0.499242387,-1.04894568,0.351396754,-0.330611104,0.340811511,-0.312389389,-0.801968948,-0.450182142,-0.285647952,-0.295074643,-0.114641626,0.29357087
YKL224C,1.685200128,0.805613247,0.439108086,-3.517674797,0.844776557,0.568198109,1.328588754,1.16083532,0.799158203,0.69626718,1.192706478,-0.18169689,0.487723696,0.785615179,0.706610734,0.833160784,0.842065879
YKL225W,-0.014865671,-0.712882272,0.137857083,0.336618377,0.033853314,-0.556622627,-0.344182745,-0.364204129,-0.722962025,-0.361858168,0.061823327,0.353997377,-0.320952401,-0.613948193,-0.162189109,-2.708995934,0.107642592
YKR001C,-0.698638336,-1.663771204,-1.858709315,-0.414021936,-0.736175599,-0.708431096,-0.820055005,-0.877419204,1.010133104,-2.82632076,0.690263841,0.125377108,0.160180906,-1.133213242,-0.74958836,-1.323040546,-6.82420043
YKR002W,-1.091175465,0.205110047,-0.311806906,0.424694581,-0.412898146,-0.526638588,-0.189995967,-0.593242391,-0.771949277,0.077310009,-0.208782852,-0.096609058,-0.324702658,-0.370513066,-0.321681754,0.063606216,-0.152335607
YKR003W,-2.121505888,0.284494578,-0.540750005,-1.031009309,-0.739482374,-1.340077505,-0.83361616,-1.213092648,-0.65786462,0.425148845,-0.716859338,-3.881775363,-0.961287514,-1.153224645,-0.485644471,0.684514565,-0.845727671
YKR004C,0.132646717,0.483555415,0.310370832,0.171455909,-0.021740713,0.085255047,0.18363052,-0.184233693,-0.077333583,0.079869665,0.443864752,0.383480809,0.22882191,-0.091458123,0.107738178,-1.412203305,0.137175583
YKR005C,-0.913240581,0.019451291,-0.354769929,1.137220355,-0.091137041,-0.204287642,-0.108375,0.024284378,-0.261597653,-0.212945917,-0.208773233,-0.740432608,0.019515446,-0.014140691,0.015685168,0.42337521,-0.254967619
YKR006C,-0.970548604,-1.467163297,-0.737102936,-1.000744182,-1.125397678,-0.605277173,-0.612014561,-1.750343662,-0.29751765,-0.024288684,-0.284053824,-0.641241319,0.001543229,-0.942897837,-0.492527728,-0.289979938,-0.369846987
YKR008W,-0.19136841,-0.343958358,0.236327584,2.064537196,0.089708776,0.243901853,1.148304127,0.601983497,0.19390308,0.085050935,1.245961694,0.207993966,0.134573215,0.869477651,0.32093928,0.791022329,0.289000843
YKR009C,0.415020381,-0.155579593,0.115206139,0.03464761,0.147029245,-0.084600232,-0.131307952,1.487734319,-0.017561725,0.091919791,-0.218744848,-0.004804691,-0.58334373,0.694902756,0.426183779,-1.640287557,0.363936565
YKR010C,0.898468025,-0.678453211,2.029469777,0.526007522,-0.800036956,-0.260892888,0.194957668,0.297246085,-0.263817904,1.635577587,-0.638150697,-0.411569441,0.277450481,-0.412809394,0.113103842,-1.782345454,1.054587717
YKR011C,-0.88159656,-0.02343202,-0.319326104,-0.456055596,-0.29462037,-0.283223547,-0.873768516,-0.344301683,-0.117576018,-0.100353288,-0.651676489,-0.102028546,-0.23350534,-0.72058969,0.309690431,0.011531189,-0.417815182
YKR013W,-1.240241811,-0.003450221,0.124228911,-0.012159906,0.139643696,-1.164697568,-0.455551953,1.004369177,0.25087409,-1.224808557,0.047127255,0.121755445,0.153811569,1.237014856,0.102804544,0.87889777,-0.074075527
