ORF,Ca,Cd,Co,Cu,Fe,K,Mg,Mn,Mo,Na,Ni,P,S,Zn
YDR174W,1.300846762,-0.721622699,-0.231300429,0.811301681,0.136749787,0.619963641,0.616606034,-0.639370112,-0.130290384,0.993273992,-0.899290952,0.300092971,0.233246008,1.276146973
YDR175C,0.046880872,0.107227708,0.720255085,-1.10470044,0.003412449,-3.483315242,0.080640712,-1.92008318,-0.590914178,-0.871779823,0.320440825,0.045442344,1.132817084,-0.606836357
YDR176W,1.005081252,3.156925748,0.558978746,0.397883316,0.139246635,-0.393342846,-1.309098282,-1.626771297,2.0611013,-2.248491761,-0.215604162,-0.693447908,-0.879835823,0.558845312
YDR178W,0.33249817,-0.590124458,-0.664335194,2.86E-16,-0.245589754,-1.009627058,-0.557127047,0.317542376,0.613314127,0.545213938,-0.100165623,-0.600571824,-0.368046015,0.258065944
YDR179C,-0.052810017,-0.002640893,-0.324802356,-0.569181957,0.836785275,0.045077371,0.389735957,-0.162534235,0.247205425,0.046589672,0.126528263,0.127036789,-0.025563267,-0.407804143
YDR179W-A,-0.631675409,0.553367953,0.61981546,-0.362804601,-0.02763909,0.153972007,0.946052836,-0.367073097,-0.23628559,0.299710784,0.466128737,0.643149464,-0.210455967,-0.219679821
YDR181C,-0.868231507,-0.750642389,-1.040654531,-0.410713536,-0.211025805,0.508687377,-0.957333208,0.505984719,0.687492043,-0.305556858,-1.133300195,-1.064194999,-0.129805809,-0.29169911
YDR182W-A,-0.064624586,-0.221273812,-0.136997927,-0.235782331,-0.320733719,0.193607241,-0.025938163,-0.365625964,-0.082962665,0.16585336,-0.505053631,0.077034988,-0.430427879,0.926522106
YDR183W,0.216107453,2.363635414,0.912872612,-0.143201596,0.213770925,-0.028495786,-0.036282742,1.512386086,1.269995427,-1.480408749,0.785559833,0.31145782,0.362696521,0.226981418
YDR184C,-0.460286345,-0.330252439,-0.11748926,0.545251307,-0.187741912,0.251536121,-0.022870174,0.587325154,0.832969504,0.294732231,-0.636645939,-0.142203228,-0.363960197,0.92052766
YDR185C,-0.045511401,0.095586197,0.125519614,-0.025221486,-0.591061265,-0.478429699,0.236936545,-0.149850953,0.002314988,0.291951066,0.260190109,0.37177833,0.580793541,1.452760399
YDR186C,-0.876088544,0.074064651,-0.383495232,-0.658732493,0.235803168,0.494770294,0.971532847,-0.589437923,0.57866476,-0.034421104,-0.15424408,0.154640698,-0.224285381,-0.368736585
YDR191W,-0.647972365,0.357739801,0.581222113,0.221866278,-0.050601154,0.002399805,0.118869423,-0.25549893,-0.192325783,0.351286291,0.366653216,-0.037890828,-0.012944512,0.153928201
YDR192C,-0.691725451,0.46143333,0.350401597,0.125060945,0.190109048,-0.642634315,0.411399032,-0.22201364,0.150164224,-0.627794876,0.524910283,0.905056434,0.723116036,-0.296102683
YDR193W,-0.699978755,0.146181434,0.112994569,0.974905286,0.060649558,-0.352393372,0.008511836,0.010751297,-0.367871432,0.120787581,-0.053910539,0.167196024,-0.188615848,-0.770441624
YDR194C,0.271712393,0.13336256,0.810893552,-0.178274703,0.080958926,-2.97409814,0.174141436,-1.979968236,-0.370754616,-0.547421742,0.103764408,0.098549203,0.771322599,0.091570065
YDR194W-A,-0.101810622,0.049726398,0.328822288,-0.166284094,-0.054166057,-0.963745522,0.00775231,-0.88433238,0.036105771,0.284913311,0.043941152,-0.035240144,0.137873205,0.160737723
YDR195W,0.413362203,-1.909626467,-2.88378591,1.217403643,0.418344049,1.550067152,-1.643840331,-0.465757097,1.371299764,-0.442891689,-1.323086935,-0.415510836,0.142557504,1.410951927
YDR197W,0.021403408,0.183417793,0.455866291,-0.679380851,0.153142225,-2.949711198,0.047652666,-1.847568538,-2.457754131,-0.581162359,-0.276976344,-0.898458357,0.424637606,-0.013602633
YDR198C,-0.118247156,-0.609783876,-0.550829561,-0.473480833,-0.386444257,0.281524762,-0.643174335,0.493125971,0.521040269,0.253443981,-0.759464801,-0.541309619,-0.948586587,-0.0888155
YDR199W,0.603032383,-0.679081363,-1.084281002,0.642028584,-0.08562632,-0.245878688,-0.081527733,0.901333627,0.328306231,0.490061233,-0.769374901,0.115998433,-0.222424001,0.177538022
YDR200C,0.114498881,-1.851689966,-2.968649165,1.422638118,-0.013988073,1.116155268,0.568637321,1.343173651,0.728052365,1.3890742,-1.033250472,0.947071964,0.412525463,1.235192398
YDR202C,0.136157443,-0.476374098,-0.003421205,-0.508262821,-0.207394635,-0.28428047,-0.253931315,-1.518368213,-2.16416881,-0.057465295,-0.079568826,-1.427139502,-0.229386351,-0.109529345
YDR203W,0.555034614,-0.159000959,0.13756089,-0.009388594,-0.209529917,-0.791527143,0.169747325,-0.714314091,-1.538781493,0.216639053,0.210851548,-1.500690797,-0.610755347,-0.234811554
YDR204W,-0.049531667,0.41272933,0.534047723,-0.732096491,-0.068192548,-2.999392462,0.026818526,-1.840170959,-2.992836021,-0.394218653,0.608020585,-0.430857905,0.967658534,-0.115447109
YDR205W,0.714284149,2.432469231,0.437742064,0.526919986,0.50405717,0.633358203,0.229277418,1.328695093,0.859401429,-1.060539848,0.551499137,0.893371672,0.087324496,0.492110592
YDR206W,-0.656694415,0.388682019,0.21290267,-0.071194704,-0.2194995,-0.37192254,0.989992217,-0.639780154,0.033864962,0.147868375,0.307521867,0.495829186,0.249894198,-0.110157452
YDR207C,2.939206482,0.476803977,0.143281553,-0.756494699,-0.290460295,-2.411149336,0.890041542,-0.005230223,-2.2784933,0.008201866,0.433740589,1.300417727,-0.105520095,-0.433391418
YDR209C,-0.487829976,0.077728238,0.506374307,0.085996879,0.265475176,-0.01698573,0.173441362,-0.39891392,-0.291363665,-0.039504222,0.322296181,0.172144025,-0.339806981,0.04171255
YDR210W,-0.598530564,-0.044187059,-0.289077995,-0.3500846,0.026843768,0.522824251,-0.384807788,0.261694101,0.173298526,0.237759738,-0.325393195,-0.431862857,-0.301889328,0.006806131
YDR213W,-0.426857497,-0.031016805,-0.115346868,0.254306631,-0.260686693,0.50250707,0.415472785,0.488561346,-0.189407056,-0.221992299,-0.1466441,0.291545048,-0.075924969,0.780945023
YDR214W,-0.648016416,-0.126078478,-0.115947171,-0.171164276,0.176358454,0.248159766,-0.204266756,-0.073735201,-0.016521449,-0.101876701,-0.164113311,-0.425124796,-0.378705004,-0.170078868
YDR215C,0.279208153,-0.121358448,-0.029121352,-0.06359128,0.013998522,0.347796929,-0.388329029,0.183379642,-0.030782501,0.077630966,-0.05175843,0.207982429,-0.043728127,0.044555836
YDR216W,0.307849807,-0.525266568,-0.722148305,0.096706801,-0.325931702,-0.224978149,-0.507728797,0.188192343,0.351721301,0.47159905,-0.299841763,-0.172867831,-0.32018028,-0.248997866
YDR217C,-0.326798952,1.186813091,0.078836449,0.082824047,-0.051389057,-0.557208779,-0.027834577,-0.072794956,-0.428337079,-0.279523108,0.264341611,-0.252853408,0.168329038,-0.746425706
YDR218C,-0.587474361,-0.083038679,0.405099256,0.857388958,0.327368211,-1.182719453,1.119716473,-0.233740735,0.333762599,1.711848781,0.796962696,0.789105139,-0.045684793,0.016863482
YDR219C,-0.178415121,0.429265834,0.824357851,0.634131452,0.291555033,-0.110480509,0.233576204,-0.062070486,-1.031922476,0.240202039,0.709557073,0.680902104,0.402565147,0.36734418
YDR220C,-0.491568776,0.199231261,-0.057381888,-0.10660619,0.048109144,0.467360355,0.483267334,0.448068156,0.168242631,0.017405777,-0.052760854,-0.077004612,0.208064151,-0.032590704
YDR221W,0.172754502,-0.203935065,-0.159298336,-0.255623153,-0.504163739,0.132781454,-0.222265247,0.285306329,-0.231087981,-0.2387319,-0.146644738,-0.046895776,-0.145701202,-1.116529608
YDR222W,0.34245601,0.037645694,-0.213846104,-0.274612631,-0.803196209,0.169151683,0.257878625,0.722326153,-0.029796357,0.347724012,0.024160066,0.928434053,0.080788026,-0.43233093
YDR223W,0.149937383,-0.4976065,-0.618828273,-0.456718437,-0.918471803,0.517045226,-0.120698007,0.629255343,-0.168096451,-0.122545183,-0.354869477,-0.111614273,-0.458780198,-0.426001506
YDR225W,0.451778931,-0.010593499,0.172145204,-0.034427087,-0.580937628,0.158495711,-1.00815471,-0.543900869,0.999252842,0.155060623,0.571085122,-0.690226596,-0.187786883,-0.284411332
YDR226W,-2.561242372,-7.339147505,-8.785239619,0.097947622,0.962530273,-3.341673045,-9.899549343,-5.73882647,3.656562981,-2.545449341,-4.024026107,-9.613753224,-0.166000328,1.288576396
YDR227W,0.24027012,-0.380011435,-0.394099533,0.200553168,-0.504205663,-0.147635576,-0.629850917,0.545053898,0.737839165,0.547768427,-0.034829876,-0.057283129,-0.124894953,0.997109486
YDR229W,-0.088276043,-0.661689922,-0.597971065,-0.492270999,-0.691282447,0.735368323,-0.701969025,0.523286421,-0.034425753,-0.042441204,-0.337883088,0.232579466,-1.024046905,0.715544487
YDR230W,0.490027979,0.284253664,0.487685521,-0.373307924,0.535786276,-2.993295636,0.367167451,-1.886884104,-1.315153835,-0.611452196,0.250808333,-0.038187213,0.125255669,0.60731223
YDR231C,0.021030049,0.543194407,0.648941669,-0.071455354,-0.10854656,-3.090850412,0.433560225,-1.868735918,-3.993708476,-0.39460499,0.203711767,-0.080868484,0.762991579,0.739337918
YDR233C,-0.30826953,0.76401164,0.556105391,-0.034957181,0.351994353,0.060888346,0.31867522,-0.148223392,-0.322892443,0.257867849,0.406626239,0.307009911,0.210750558,-0.222718538
YDR234W,-1.95084045,-0.283112911,-0.226694488,0.343576606,0.531234896,0.520363306,-2.629336702,0.437545187,-1.062483901,-0.047391273,-1.035762596,-1.722151168,-0.41120682,0.383441223
YDR237W,-0.773516012,0.687654137,1.331496376,-0.341854547,0.68581899,-3.439826707,0.582246064,-1.609783359,-0.275825441,-0.813952601,1.442783558,-0.377486223,0.964802567,-0.541322144
YDR239C,-0.30689092,0.020579088,-0.052270075,-0.471083367,-0.175979326,-0.748543756,0.20124735,-0.461463077,0.007351862,0.188053011,0.303130005,0.512803399,0.030674695,-0.758320394
YDR241W,1.721862551,1.351357792,0.630135791,0.131466062,0.553321771,1.015466783,1.384628903,-0.513444508,0.359205924,0.739319116,-0.455592465,1.601030729,0.066161805,-0.054131445
YDR242W,-1.89240433,-0.371189569,-0.45600726,0.028410443,-0.52434338,0.370629983,-0.341420336,-0.03146278,-0.598169565,0.150285543,-0.308453087,-0.416846469,-0.931219202,-0.211351697
YDR244W,0.64450179,1.678505859,-0.021492961,-0.049577573,0.830893255,-0.188140273,-0.591220826,-0.031764873,-1.19254124,-2.256511803,0.251437167,-1.168466551,0.214219927,-0.339744593
YDR245W,0.573726695,-5.670246563,-7.376039659,-0.69441183,-0.293964628,-2.243005855,-2.020598459,0.095122887,0.74504566,0.348378927,-1.450026701,0.124418403,0.108442981,0.079420066
YDR246W-A,0.936274593,-0.093820694,-0.162286249,0.28291783,1.27884024,0.164525721,0.006816723,-0.087053832,-0.282281227,0.34321723,0.22356005,0.212198519,-0.145281407,2.523852235
YDR247W,-0.252306476,-0.489114656,-0.412971908,0.07532113,0.393507487,-0.459463795,-0.174167519,-0.632072589,0.146696675,0.152207694,-0.337294837,-0.286756496,-0.384405898,0.317618736
YDR248C,-0.324940739,-0.13615571,-0.056174772,-0.306852471,0.068320114,0.321697481,-0.025498533,-0.328169408,0.259530835,-0.650606954,-0.107159093,-0.291354496,-0.928383684,0.232535109
YDR249C,0.155845463,-0.193854348,0.043735488,0.336740828,0.340328189,0.427450715,0.033014509,0.599833435,0.484597216,0.191522618,-0.471720285,0.584545021,-0.602616061,0.758598757
YDR250C,0.307199374,0.824773162,-0.018345031,0.04343113,-0.200702552,-0.157850388,-0.095802677,0.588521067,0.202898048,-0.552566448,0.383649754,-0.131151048,-0.816517533,0.04171859
YDR251W,0.352672684,-0.156053688,0.090598815,-0.273313352,-0.245962211,0.01781295,0.115940447,-0.415890939,-0.562458838,-0.153868436,-5.44E-17,-0.003814084,-0.4258487,0.325978311
YDR252W,-0.230442426,0.018591464,0.03477291,-0.314331769,0.116148078,-0.308575334,0.104989226,-0.483964407,-0.106998291,-0.188620549,0.051537986,0.411937431,-0.409740464,-0.176209689
YDR253C,-0.291481267,1.42833274,0.151919734,-0.573178893,0.097168745,0.240110707,-0.164587728,0.367335587,-0.058950932,-1.195424079,-0.059754441,-0.525823628,-0.476650707,-0.581061164
YDR254W,-0.379010643,-0.216504817,-0.016139132,-0.27367243,0.548460042,0.083701465,0.03062828,-0.344516326,-0.096461179,0.188920615,-0.076816237,0.066256563,0.142450299,-0.139225983
YDR255C,0.181181652,-0.714577164,-0.461295115,0.060365968,-0.329644522,-0.267853048,-0.923570008,-0.541886427,-0.336188256,0.79596214,-0.399117315,-0.231863384,0.02967694,-0.256474201
YDR256C,-0.134854206,0.201022899,0.162772586,0.226045026,0.006129378,-0.173423002,0.359730924,-0.595656917,0.166171776,-0.063577412,0.204205526,0.636058911,0.664669472,0.35674857
YDR257C,-0.269729947,-0.295949346,-0.123015515,0.149644098,-0.025771607,-0.271639488,-0.558885512,-0.236393612,0.052788861,0.578856696,-0.56243722,-0.037018062,-0.158622839,-0.052502603
YDR258C,-0.216271646,-0.348050682,0.293588418,0.394206274,0.11050149,0.327379736,0.366539502,0.358195962,-0.230064617,0.298461882,0.587255685,0.25371678,0.379254178,0.542589785
YDR259C,0.09984,0.157646598,0.300495937,0.300589513,-0.431767204,-0.158163776,0.513268986,0.216975604,0.87638693,0.457039181,0.864635024,0.383689262,0.055850661,0.57381872
YDR260C,0.094020871,0.776125514,-0.21876181,0.317469818,0.135467908,0.352180215,-0.386836867,1.199952493,1.937635481,-0.786587848,0.480119333,0.080339671,0.070495345,-0.020017613
YDR261C,0.014108758,-0.141297738,0.166932177,0.307513927,-0.861386955,-0.026794414,0.328382202,-0.320570576,-0.071266141,0.29291283,-0.131881585,0.331958691,0.206172615,-0.04946482
YDR262W,-0.076110522,-0.248306371,-0.138457303,0.167114506,-0.067977927,0.423653135,0.490514292,0.339972766,0.032210521,0.746546483,-0.209326839,0.568697103,0.244066936,0.68568058
YDR263C,-0.475119384,-0.087635046,0.373738283,-0.12318296,0.009601235,0.515212919,0.484280856,0.249021137,-0.816456428,0.158095108,-0.132103118,0.475347604,-0.10558787,0.376418193
YDR264C,-0.009683465,-0.383494724,-0.108714049,-0.319644124,0.196318577,0.080203267,-0.625953652,-0.032407828,0.336881599,-0.102948123,-0.377486293,-0.4688061,-0.833984235,-0.911743467
YDR265W,0.447711178,0.295094258,0.126562055,0.309302737,0.317571219,0.560904387,-0.423062317,-0.075824294,-0.529328504,-1.157553111,-0.160212895,-0.357556854,-0.114650166,-0.002627549
YDR266C,0.558476446,-0.616307662,-0.648528525,0.229810192,-0.090476236,0.221255092,-0.144049884,0.058925461,0.672386838,-0.255799625,-0.371897531,-0.347143988,-0.482016199,-0.015979164
YDR268W,-0.928901845,-0.683051802,-0.055879563,-1.931838752,-0.368159672,-3.765437037,-1.100454877,-2.912222829,-0.304296223,-0.447768078,0.097662822,-0.641404628,-1.082952579,-1.760979922
YDR269C,1.002136907,0.753475894,-0.210003335,-0.02278941,0.006542988,-0.253822606,-0.712017692,0.148276529,1.007803587,-0.735749623,0.248309978,-0.652415785,-0.366961885,-0.283455137
YDR270W,0.270017827,0.061095029,-0.145595359,-0.273544143,-0.072954201,-0.309353322,0.024077608,-0.656642008,0.083836438,-0.090626086,0.094980066,-0.285725563,0.21143869,-0.079418277
YDR271C,-0.074586971,0.088507878,0.193555117,-0.060749043,-0.319757428,-0.441649729,-0.179815675,-0.630388724,-0.33664767,0.055491245,0.147490043,-0.343170039,-0.580483998,-0.224454671
YDR272W,0.058240767,0.658616418,0.114646088,0.034289232,0.004874225,-0.18997181,-0.169664771,-0.322875015,-0.139624169,-0.623369578,0.26605403,-0.107488093,-0.585281199,-0.799008711
YDR273W,0.20199055,-0.24835258,-0.468988684,-0.072912299,0.12499307,0.156278938,-0.654299902,-0.00116778,0.009987443,-0.286744224,-0.434485645,-0.306064088,-0.528048529,-0.161252713
YDR274C,0.070239003,-0.446829737,-0.512089949,-0.572875375,-0.53121084,-1.166088209,-0.16305626,-0.143504454,0.378189755,-0.236903287,-0.175470701,0.24959407,-0.634793244,-1.093519846
YDR275W,-0.102691458,0.405252337,0.584299666,0.537850459,0.913535581,2.08E-15,0.897593041,-0.116251981,0.130143353,-0.092910181,0.301529511,1.088616657,0.266345129,0.595447158
YDR276C,1.123288606,-0.183735494,-1.269769141,-0.038284335,0.251906617,-1.336563857,-0.950900659,0.888498871,1.575223202,0.409412535,-0.885933885,-0.487723195,0.468006441,-0.932562762
YDR277C,-0.074614538,-0.023536267,0.868699261,0.865313423,-0.027855624,0.20304546,0.77005656,0.261637983,0.553569133,0.639867657,0.581320957,1.642697741,1.222078136,1.038439307
YDR278C,-0.392759005,-0.465690098,-0.428240592,-0.466203864,-0.231530615,0.350277323,0.007096411,-0.096495041,0.013355775,0.103271009,-0.361988558,-0.086607705,0.272627465,-0.402468979
YDR279W,0.125928897,-0.141762954,-0.265529961,0.576327434,0.012192667,0.080651183,0.313253962,0.73509886,0.924469142,0.009087929,-0.057764802,1.015421064,0.745106038,0.647259224
YDR281C,-0.443836671,0.129596463,0.227409409,0.065972943,-0.002857549,0.312149393,0.2289979,-0.33267326,-0.394382556,0.060448618,-0.114386465,0.595642367,0.238006614,0.058278827
YDR282C,-0.19221572,0.273377014,0.613340479,0.300808225,-0.384443007,-0.272840233,0.523950371,-0.439859174,-0.365522662,0.463386988,0.092204001,0.468254312,0.211552903,0.184287615
YDR283C,-1.00500195,-0.787338284,-0.695401347,-0.680510507,-1.56965961,0.467353821,-1.014914251,-0.318725143,0.648128921,0.080349508,-0.418501912,-0.954102877,-2.176798667,-1.76903667
YDR284C,-0.617452036,-0.357949858,0.007536295,-0.212099628,-0.516634228,-0.269306177,0.554083561,0.306366789,-0.780356173,0.088423332,-0.172456873,-0.290909671,0.544276765,-0.416953714
YDR285W,-0.556337599,0.058135468,0.172385062,0.209080507,-0.651293415,0.474957291,0.544223328,-0.157676787,-0.495918302,0.215471239,-0.136418564,0.815712467,0.569031369,0.136759103
YDR286C,-0.339559743,-0.05144258,0.167335167,0.276156688,-0.364238982,0.092505804,0.512897501,0.315847523,-0.253383419,0.393768135,0.386621842,1.070439088,0.375088982,0.593567769
YDR287W,-0.40223676,-0.208923846,-0.067926375,0.1947822,0.082878966,1.165833307,0.591235294,0.475758187,-0.187706418,0.137405746,-0.279360048,0.737594215,0.266025423,0.288489279
YDR289C,-0.507406698,-1.020153583,0.290832127,0.666529932,-0.404755776,-0.645935059,0.260020283,0.146001897,-0.238805637,-1.538910389,-0.041571132,-0.329354457,-0.301516411,0.04253974
YDR290W,-0.326052073,-0.277965513,0.049144064,0.438075466,-0.264454934,0.269134431,1.829037527,0.703860464,0.32224772,-2.877946975,0.470211965,1.242095373,0.013570885,-0.563967722
YDR291W,0.425910136,0.305283699,-0.310381992,0.403620438,0.075739601,-0.227588787,-0.006761651,0.638742976,0.421208599,-0.362883777,-0.119930759,-0.364195832,-0.047214702,0.037731007
YDR293C,0.601248649,-0.079312843,0.102563188,0.465857845,0.676704694,0.344022076,0.668690977,0.297208399,-1.038412335,0.540963672,0.176725808,1.081131135,-0.073599491,0.572238338
YDR294C,0.306233769,-0.552830724,-0.728485816,2.273740365,-0.078377086,0.080887067,-0.645868317,0.699592127,-0.252240382,0.273858181,-0.150017548,-0.815351928,-1.178255288,0.182452824
YDR295C,-0.981060481,1.140366098,1.266729459,-1.222551435,0.002092281,-4.035769991,-0.569642972,-2.257522229,1.280627661,-0.745000785,1.706846854,-1.264711688,0.538272916,-0.589909011
YDR296W,-0.240902595,0.1202986,1.200751513,-1.193925399,0.092453631,-2.959332094,0.117323533,-2.199826941,-0.832305515,-0.070280904,0.427448356,-0.118169333,0.749753239,-0.279178175
YDR297W,0.220022723,0.162164994,-0.411078257,-0.254903923,-1.406546638,-0.866558194,-3.434548185,-1.197095079,-1.835613728,-0.443138151,-1.079018925,-1.8505548,-0.948249192,-0.34855582
YDR298C,-1.068780942,-0.684417889,0.968001147,-0.640538479,0.179496198,-4.239506844,-1.439555741,-2.412449488,1.455082161,-0.614567376,-0.589704099,-1.613962132,0.092872093,0.323708951
YDR304C,-0.025758128,0.090987402,-0.024699883,-0.26777026,-0.775658003,-0.036401169,0.087551311,-0.455590843,-0.186228927,-0.157112224,0.065868055,0.44348008,-0.512967199,-0.363476766
YDR305C,-0.354386175,0.332542484,0.487317364,0.017928627,0.85134799,0.439144894,0.59381244,0.009270561,0.099947019,0.183023379,0.682024279,0.954693357,0.677820274,0.016237815
YDR306C,-0.680717901,-0.131376825,-0.10047557,-0.582756309,1.057017455,0.232274686,-0.135757445,-0.118670656,-0.485937063,-0.246308554,-0.285956173,-0.312178356,0.139656083,-1.396227634
YDR307W,-0.293095039,-0.348000509,-0.205605362,0.130101426,0.538032421,-0.03047548,0.080191371,-0.005453672,-0.194283638,0.100697911,-0.182409621,0.078710854,-0.197575539,-0.334625849
YDR309C,-0.358618455,-0.121676854,-0.140213545,-0.845541878,0.423472836,0.279716584,-0.046642385,-0.319480335,-0.195349115,0.059144842,-0.078220371,0.007570629,-0.173478059,-0.133446327
YDR310C,-0.131826164,-1.45397524,-1.742927694,0.277864106,-0.127806831,0.242265562,-0.310330476,1.064213454,-0.60100064,1.255710026,-0.992166987,0.607186887,0.016588239,-0.075833094
YDR312W,0.296802596,0.580416472,0.531472316,0.443907163,0.856452198,0.002459,0.877344578,-0.141178507,0.101115461,0.128454649,0.568942351,1.13578005,0.833083812,0.610406667
YDR313C,-0.203413756,0.021156197,0.026195398,-0.186769036,-0.572481826,0.116397944,0.254693419,-0.513357785,-0.520520938,0.138330425,0.00583166,0.029017176,0.04316148,0.219285265
YDR314C,0.016009792,0.025210072,-0.059795481,0.011109584,0.088086056,0.022532319,0.454901802,-0.047309982,0.130444244,0.148531749,0.053427262,0.359994487,0.175814627,0.291550933
YDR315C,1.819838971,-1.369436559,-1.593061769,0.954494434,0.30993246,1.421564334,0.133718859,2.225622155,-0.417089243,0.404246571,-0.828575256,1.564968974,-0.041900177,0.38396857
YDR316W,-0.691324922,0.418053889,1.123386347,-0.068771184,-0.123343211,-1.428979022,1.056608091,-0.725714341,0.298174176,1.342784486,1.384047,0.778623075,0.13359523,-0.22192434
YDR317W,-0.00693118,-0.00116998,0.120953253,-0.020811467,-0.495732578,-0.440351997,0.502874707,-0.417955611,0.420018281,0.112108079,0.182230006,0.410676482,0.311230196,-0.226599819
YDR318W,-0.14193987,-0.153018965,-0.068197541,-0.048238791,-0.562388312,-0.137705966,0.097532804,-0.477750011,0.228659022,0.11612965,-0.109010083,0.00253795,-0.379094487,-0.266647882
YDR319C,-0.275941218,1.437912256,0.233064395,-0.328020672,-0.429757164,-0.399454388,-0.229397047,-0.043463011,0.353185084,-0.373842871,0.226933346,-0.336303242,-0.398382126,-1.222500323
YDR320C,2.081079072,-1.498423976,-2.063462439,0.500364121,0.398354229,1.755852481,-0.032235057,2.705991756,-0.728671486,-0.189994271,-0.706199772,1.86114659,-0.580846385,0.061952638
YDR321W,-0.377036005,-0.10434401,0.060825306,-0.409293475,-0.78975348,0.017031004,0.026151331,-0.492982858,-0.142247706,-0.032775311,-0.039891469,0.100023961,-0.736333648,-0.312887613
YDR322C-A,0.008535261,1.214602925,0.927152026,0.400503461,0.476755868,-0.058200541,0.623306735,-0.676896931,-0.672781222,-0.563323973,0.649088059,0.798867791,0.542556509,0.142759538
YDR322W,1.024341333,3.766868273,0.387041087,-0.20880355,0.581257867,-3.461845582,-1.157002788,3.178123114,-0.362911555,-0.813881763,-0.850379609,-0.313159821,0.047054242,-0.133477975
YDR323C,2.011522766,-1.273495377,-1.424915039,0.579847449,-0.130532386,1.520045138,-0.059272185,2.367092357,-0.503283116,0.2454323,-0.562067642,1.815078644,-0.72584017,0.318231427
YDR326C,-2.198887675,0.16486519,0.134744483,0.239687971,0.062607076,0.257254771,0.197843123,-0.223017345,-0.920031153,0.188846935,-0.143124577,-0.037620265,-0.535034309,0.09008148
YDR329C,-0.022402677,-0.165141226,-0.371442684,-0.216163373,0.105228971,0.614726438,-0.111800331,-0.495404361,-0.018900785,-0.526792262,-0.392396288,-0.031570189,-0.688650886,0.487696938
YDR330W,0.101982107,-0.372999297,-0.258225703,-0.418344415,-0.21711615,-0.230309184,-0.536491489,0.159799672,-0.792988973,0.312626274,-0.283677731,-0.347357662,-0.454354813,0.689587944
YDR332W,-0.461407204,-0.223068863,-0.660648779,0.003199351,-0.774618559,0.423855751,-0.073677607,-0.036185269,-1.216577769,0.0331152,-0.57020275,-0.606466296,-0.645349285,-0.620204174
YDR333C,-0.311909526,-0.145191464,0.042303607,0.179125099,0.839437112,0.531457129,0.219914302,-0.253565406,0.350800332,-0.029940921,-0.007586286,0.40682527,0.224552793,-0.088330008
YDR334W,0.153220176,0.607730373,0.150882762,-0.775888601,0.34949399,1.372229801,2.369855051,-0.09666871,-0.576007748,0.910458188,0.264629849,1.820632207,0.290903919,0.798074311
YDR335W,-0.856887616,0.848314918,0.804703658,1.092634386,0.152379183,0.2547077,1.917536562,0.616384831,1.365039654,0.149063804,1.444794479,-0.09284559,-0.086429648,0.796203259
YDR336W,-0.032618163,0.859351938,0.939522802,0.941365821,0.921946838,0.03498514,1.054973791,-0.087785877,-0.063131962,-0.228651363,0.800828054,1.400248842,1.084894963,1.332532789
YDR337W,-0.83217199,0.151678572,0.118029537,0.026538044,-0.493742996,0.378702985,0.213774264,-0.454081787,-0.535042316,0.278209924,-0.205010599,0.202792457,0.283213229,-0.519386063
YDR338C,-0.731927815,0.179728094,0.412037361,-0.759674728,-0.180072029,-0.508600396,0.508904678,-0.901278183,0.124956634,-0.024938039,0.146515134,0.300072645,1.014596712,0.554427931
YDR340W,0.196128851,-0.28228494,-0.120800435,-0.28869129,-1.266099826,-0.069386785,0.13771757,-0.188309884,-0.302062934,0.39198841,-0.324380699,0.635243393,0.8629893,0.341917262
YDR344C,0.276222717,1.250307645,0.425828939,0.260403806,-0.590368284,0.029671802,-0.127588064,0.141931999,-0.238681928,-1.825153901,0.047319892,-0.263809509,-0.067361769,-0.244818303
YDR345C,-0.493758374,-0.017401377,-0.160067822,-0.57571999,-0.950951911,0.788380251,0.303818263,-0.836566656,-0.438693864,-0.839225036,-0.750202338,0.063473552,0.0353996,-0.33846251
YDR346C,-0.503652313,0.255331191,0.017281109,-0.183970382,1.682149161,-0.182933255,0.236987151,0.688937002,1.403552716,0.309187522,-0.37287149,0.55801699,-0.031441622,-0.068210143
YDR347W,-0.281924282,-0.017701544,0.648286156,-0.224087645,0.264490868,-3.685637362,0.483130549,-3.352137266,-0.884135312,-0.92753951,0.808134951,0.123685045,0.877535882,-0.394857078
YDR348C,0.482178689,0.04755842,-0.296043766,-0.544190988,0.404336228,-0.324872666,-0.099905072,-0.162531865,-0.082932432,0.803413709,-0.356322137,-0.482760825,-0.191937202,-0.957025795
YDR349C,-0.367220501,-1.512772433,-0.917673259,-0.250748038,-0.028577849,0.813193877,-1.844989469,0.176881488,-0.557450745,-0.649474572,-1.231915014,-1.405221989,0.01426719,-0.424694321
YDR350C,0.546007391,-0.086224089,0.777654959,0.178162312,-0.736837112,-3.787377345,0.641819788,-2.806994889,-0.482974991,-0.68707897,0.114614019,-0.07054059,0.986587415,0.531304439
YDR351W,-0.460280831,-0.063212664,0.027955141,-0.04513794,-0.18873494,0.288457553,0.036774375,-0.276716187,0.016941249,0.358612514,-0.33231171,0.161955383,0.026423998,0.022340156
YDR352W,-0.137588265,0.645355909,0.714229522,0.088951675,-0.408610288,-0.604597031,0.730460617,0.143199023,0.350296056,-0.155959488,0.166152146,0.436660911,0.043392241,1.200789853
