ORF,Ca,Cd,Co,Cu,Fe,K,Mg,Mn,Mo,Na,Ni,P,S,Zn
YIR044C,0.279700316,0.094624163,0.223918522,0.333435065,2.786083914,-0.287731895,0.414736025,-0.302711014,0.461762575,0.016398374,0.18657672,0.318339187,0.020258518,-0.120294884
YJL003W,-0.631642612,-0.159160756,-0.542922581,-0.35401719,-1.222555761,1.090836275,-0.462436393,1.078160913,1.096757008,0.239883206,-0.463064026,-0.66591542,-1.37943307,-0.764165333
YJL004C,0.494658765,0.484004642,-0.189689217,-0.112849516,0.064215734,-0.918327542,0.334034945,-0.425960943,0.078105244,-0.503478974,1.182209957,0.378907505,-0.541462181,-0.737628674
YJL006C,0.411186644,-1.363014804,0.114010097,1.233996796,0.207467977,2.067499786,1.321737757,0.272901419,0.489484007,-2.819694801,-0.276936845,0.307215734,-0.049668822,2.004523022
YJL007C,0.206237233,1.299271603,0.177533403,0.292074008,0.363549893,-0.030747763,-0.043636232,0.957154698,1.015157269,-0.389061592,0.552915543,0.151044433,0.508132294,0.091659444
YJL012C,-0.654324708,-0.455460707,-0.38444859,-0.647037156,-0.841318437,-0.776961998,-7.796182947,-0.118961932,-0.01120761,-0.009867746,-1.352511851,-7.641577649,-0.424101948,-0.785849038
YJL012C-A,-1.588123843,-0.168529806,-0.143601308,0.226399159,-0.050693764,-0.197002958,-8.026180746,0.304628972,-0.519916744,-0.686974214,-1.09249853,-6.595676872,-0.674560144,-0.322698611
YJL013C,-0.154563207,0.280307188,0.767686996,-0.399304729,-0.402438943,-0.148365484,0.440525575,-0.568062042,-0.318499784,-0.088095552,0.233793086,0.549602948,-0.062086719,-0.280175974
YJL016W,0.020534435,0.213147764,-0.148685357,-0.066618753,-0.355199823,0.453010649,-1.112716437,1.078575473,0.772311451,-0.034294344,0.012773194,-0.804836119,0.102233845,-0.347658897
YJL017W,-0.237898328,0.017557578,0.223502918,-0.306141876,-0.21388319,-0.76731948,0.322785982,-0.162365461,0.142709191,1.09728338,0.750399625,0.123640536,0.073853706,-0.483839842
YJL020C,-0.206235198,-0.06442349,-0.383475031,-0.2812824,-0.506538508,-0.001487732,-0.406831297,-0.80233813,-0.716764799,0.301386756,-0.039746579,-0.222633312,-0.072598349,-0.221902625
YJL021C,-0.281215651,-0.223248537,-0.464913087,-0.512692867,-0.079365491,0.47303713,-0.855143038,-0.023496422,0.107846747,-0.210552967,-0.098668272,0.066469629,-0.201812781,-0.590769445
YJL022W,0.094736537,0.511537055,0.127796138,0.281425587,0.458399973,0.377943404,-0.133149578,0.442668453,0.996212886,-0.710688113,-0.068919819,0.151172438,-0.171960415,0.534686048
YJL023C,0.172871612,-0.838922504,-0.003283336,-0.283051342,0.122099098,-4.185128565,0.087210327,-2.411184588,-0.511165001,-0.437452621,0.027793129,-0.279547347,0.930810105,0.430736406
YJL024C,-0.118971657,0.366769952,0.410084279,0.476077578,0.138584103,-0.865507861,-1.204175967,0.287727227,-1.420210872,0.28552538,-0.382639836,-1.45487776,0,0.147376359
YJL027C,-0.237587253,0.28275256,1.347974221,-0.30467861,0.228623455,-3.051960099,0.859222638,-2.628662017,-2.51066268,-1.106368945,1.477246581,0.379167142,1.00211785,0.102103098
YJL028W,-0.581427468,-1.730468139,-1.17391077,-0.264169695,0.758033409,0.592295423,1.139306687,1.094240738,-0.541107058,0.925865541,-0.035588349,0.598863834,2.226373054,-0.162311637
YJL029C,2.021663331,-0.59642238,-3.146573552,0.139269267,-0.47135521,-1.786202947,-0.854105378,1.072075297,0.395187501,0.746122073,-1.837738221,-1.926574155,-0.380958406,0.329065798
YJL030W,-0.422325481,0.212994815,-0.054453484,0.182487893,0.203352747,0.475704549,-0.158930981,0.151968119,0.086424957,0.064666612,-0.034149491,0.030696025,-0.126473001,0.023319221
YJL036W,0.920124461,1.748271989,0.594929575,-0.008040981,0.108497224,1.177193923,-0.483010213,1.568519461,0.766525672,-1.624480705,0.44257206,-0.560363599,-0.243401223,0.875487994
YJL037W,-0.340640799,0.056124329,0.057480336,-0.346887055,0.244612065,-0.102729439,0.16926828,-0.280120197,-0.688705599,-0.039698441,-0.187876239,0.027692394,-0.171621284,-0.016048867
YJL038C,-0.545625453,-0.177163709,-0.210485816,-0.339764362,0.447785566,0.306345243,-0.186752059,0.239411503,0.091800712,0.11523405,-0.4094214,0.044810316,-0.069172213,-0.228621939
YJL042W,-0.445311728,-0.329962965,-0.281891114,-0.067055204,-0.375671418,0.334362366,0.049270901,0.051762057,0.256420472,-2.652343115,-0.105989342,0.028663358,0.070303008,0.704912729
YJL043W,-0.550933827,0.006685934,-0.02948837,-0.126898523,-0.06513486,0.658489731,0.044545398,0.484163415,0.133818882,0.194584491,-0.485471731,0.282201665,-0.097190133,0.02996271
YJL044C,-0.650241382,0.052084143,0.343266264,-0.13053326,-0.332606457,0.156181988,0.401646743,0.085288011,-0.413138713,0.180419955,0.14229762,0.817679821,0.19672549,-0.001525481
YJL045W,0.498827798,0.014358324,0.166980894,0.054521976,0.765685562,-0.182791603,-0.002915743,0.171571294,-0.145299281,0.160704975,-0.07323828,0.394889224,-0.330527686,0.036066191
YJL046W,-1.559274412,2.26362687,2.116491265,0.750751353,0.608819368,-0.608286085,1.433851512,-1.310484304,-3.79700846,1.235717944,2.463212169,0.142928735,0.196298034,0.544561735
YJL047C,1.713156712,-0.64402408,-0.09804985,0.612896614,0.763852825,-0.02124721,0.201857102,0.080139486,0.053406048,0.114415014,-0.602189038,-0.446237409,0.449323754,1.537017686
YJL047C-A,0.239281088,-0.074338311,-0.147692856,-0.432137819,-0.344638418,-0.109787912,-0.238424931,-0.17496336,0.460906703,-0.13624683,-0.102828179,-0.611625405,0.077245897,-0.139882474
YJL048C,-0.121287227,-0.152445011,-0.551558186,-0.283660396,-0.5619974,0.089562234,0.023680125,0.025289247,0.121805037,-0.508528307,-0.160095463,-0.216121132,-0.182724494,0.062962662
YJL049W,0.437724537,-0.477089237,-0.634083386,-0.606343547,-0.493170944,-1.377992315,-0.105436311,-0.859925339,-0.601719596,-1.033505812,0.09591771,-0.204259378,0.184348358,-0.446657824
YJL051W,0.80668883,0.151422736,0.250104392,-0.532644286,-0.594669451,-0.984505306,0.126667044,-0.481736606,-1.144762298,0.001127981,0.214296824,-0.057143989,0.222725995,0.089092521
YJL052W,0.743436548,-0.268610912,-0.181394238,-0.475642853,-0.498040344,0.113059022,-0.114504437,-0.071603832,-0.14173518,-0.104461035,-0.4983423,-0.209334314,-0.323379941,0.741419148
YJL053W,0.539871512,1.061644156,-3.606714094,-0.065730569,0.088048282,-0.290692901,-3.532788439,-0.606997081,-0.763871631,1.901647063,-2.925696522,-2.649029643,0.071230394,1.082468284
YJL055W,0.625616327,2.572068344,0.659970431,0.246280597,-0.097132085,0.401759269,0.266681057,1.146386307,0.158207653,-2.395984784,0.785504476,0.455620014,0.51751811,-0.327401741
YJL056C,2.370662491,-4.280529711,-8.176609676,1.010700097,0.596530386,0.063327908,0.45273654,-0.919918986,0.297048847,-1.266835714,-1.167025197,1.272671164,-1.119232024,-7.107194534
YJL057C,0.026365372,0.521745534,0.60851721,-0.088265811,0.931671828,0.547590988,0.385635938,0.196130471,-0.670818427,-0.502915654,0.261637604,1.075984162,0.578263227,0.035480373
YJL058C,-0.205609164,0.098112861,0.266120478,0.437216988,0.528502974,0.297737124,0.382271364,0.239730854,0.218767159,0.025275564,2.170693146,0.497265778,0.236798305,-0.286184905
YJL059W,-0.128676194,0.069814341,0.025634885,-0.346671087,-0.365982259,-0.225104797,-0.148348648,-0.049791999,-0.604607916,-0.196237467,0.145439141,-0.189622452,-0.076079387,-0.297816728
YJL060W,-0.011261993,0.008638472,-0.124954339,-1.000117862,-0.537656096,-0.13102582,-0.119344474,-0.570462111,-0.248035591,-0.522347304,-0.247086283,-0.592491389,-1.065231036,-0.896416978
YJL062W,0.88062303,-0.039682172,-0.132792483,1.501447151,-0.05341278,1.498912827,0.417639064,1.325118418,-0.680731733,0.669311553,-0.549581262,1.434895476,0.337018708,1.850559399
YJL062W-A,0.011240976,0.630549226,0.606656243,-0.340075466,0.54644313,-4.996219215,0.426613695,-2.78369124,-0.615370517,-1.784121283,0.622944686,-0.259108113,1.44723593,-0.600080342
YJL063C,-0.376400154,-3.432118381,-4.661367339,-1.29333258,0.302585796,-4.14323665,-0.847749326,-3.07093716,-1.318138345,-0.683898864,-1.050873314,-1.643028897,1.518851224,-0.603169486
YJL064W,-0.029546442,0.00866914,-0.233554415,-0.811464686,-0.175681161,0.054979894,-0.417797807,-0.62972452,0.150366448,-1.305392176,0.138139537,-0.290833804,-0.271034595,0.820134059
YJL065C,-0.141729821,0.02737045,0.006356399,-0.226511145,-0.671497101,0.216483547,-0.239640578,-0.617013235,-0.290454768,-1.129031256,0.02497471,-0.136694156,-0.426066222,0.197574134
YJL066C,-0.221281303,-0.173422604,0.051569022,-0.262773897,-0.128849109,-0.271580608,-0.080734867,-0.365263969,-0.645115565,-0.09818365,-0.217012228,0.038795707,-0.292204991,-0.440376879
YJL067W,0.686646581,0.124865104,0.077381835,0.291581319,1.299124384,-0.610065802,0.239457507,-0.343831245,0.339858811,0.021836956,0.289839889,0.614467758,0.160632383,-0.389871646
YJL068C,1.114817879,0.024623184,0.236513523,-0.100471978,0.444752979,-0.010167817,-0.02219027,-0.473380368,-0.097563166,0.203036962,0.133311966,-0.085514115,-0.010775935,1.073607592
YJL070C,-0.720201615,-0.337255183,-0.547123642,0.397345635,0.428432078,0.648179185,-0.186132182,0.078073308,0.066783498,-0.189630103,-0.368185575,-0.202014658,-0.039585837,1.221184912
YJL071W,-0.042482247,-0.196042215,0.105657967,0.773918062,0.098164123,0.963626882,0.936386052,0.350450452,0.444267907,0.725030164,0.140678319,-0.002740836,-0.066880656,0.406689285
YJL073W,-0.257452988,0.021163634,0.554553407,0.832347944,-0.307099576,0.623725128,0.337561859,0.2588377,-0.22859461,0.408965066,0.126176331,0.528411489,0.071506259,-0.011601319
YJL075C,-0.387840781,0.089593682,-0.15182616,-0.779364774,-0.142529593,0.411859376,0.460822143,0.585942363,0.651780241,0.671668503,-0.501918182,0.63355211,-0.324883015,-0.360598326
YJL077C,-0.007496586,0.535411256,0.329381255,0.701952153,-0.100177968,-0.068137649,0.355045046,-0.025910103,-0.077263116,0.167132051,0.319426171,0.869354471,0.71108596,0.219972102
YJL077W-B,0.247860914,0.095882645,-0.025909328,0.046009291,-0.098684124,0.021089441,-0.099016862,0.123370989,-0.068409855,-0.062684877,0.002341091,0.052888968,0.236934539,0.160744027
YJL078C,0.503806091,-0.319247206,-0.208216092,0.993574854,0.956547159,0.099061717,-0.120622892,0.011092101,0.189606595,0.26662039,-0.045292477,0.535807037,-0.204079524,-0.124709275
YJL079C,-0.286682939,0.167588423,0.093860652,0.093497239,-0.056241386,-0.345576668,0.292284967,-0.575708321,-0.148340371,0.703145721,-0.050091385,0.112168784,-0.201806247,-0.039857694
YJL080C,0.363868177,-0.668156463,-0.07279491,0.88418261,-0.033578706,2.536320326,1.25649526,1.348690216,0.793372754,0.790774508,0.252138904,1.699830995,0.06854444,0.412962442
YJL082W,0.310977584,1.942810885,0.087914159,-0.412685193,0.060927878,-0.208846733,-0.705777521,0.367601126,-1.386422374,-1.337605904,0.104143653,-0.403006296,0.340026735,-0.129564546
YJL083W,-0.503541306,0.078540625,-0.09489299,0.389589155,0.223237992,0.333688733,0.364640521,0.171933376,-0.671010253,-0.009851346,0.273559241,0.267916798,0.170933002,-0.095441621
YJL084C,0.137484396,1.108389152,0.53518655,0.699497958,0.195308522,0.266167471,0.060357945,0.184838543,-0.211030859,0.054178426,0.2013987,0.713153897,0.412004273,0.08570049
YJL088W,-0.115605131,0.008170151,0.04751919,0.239132536,-0.19770292,0.083689485,0.018208068,-0.013298272,0.15352631,-0.125290631,-0.071386958,0.06394973,0.144574102,0.13871352
YJL089W,-0.293463161,0.017673546,-0.279543144,-0.229696134,0.22697222,-0.059190919,-0.254935331,-0.312500804,0.037345239,0.09669975,-0.139308789,0.000423288,-0.392567886,-0.547542449
YJL092W,-0.069964497,-0.378251039,-0.586470038,-0.001844065,-0.519556328,-0.173518636,-0.003341661,-0.079862335,0.21538092,-0.12464688,-0.53527561,-0.830175353,-0.467518205,-0.090768336
YJL093C,-0.020879207,0.396302524,0.177794389,0.464082974,0.296757267,-0.295246828,0.471869868,-0.147908704,0.57500947,0.989641235,0.144557822,0.294777538,-0.255486258,0.234295672
YJL094C,-1.099329844,0.007912759,0.318144875,0.800152228,0.604019859,0.835466416,0.230246137,0.427746073,0.189329286,0.09737468,-0.063685448,0.515906171,0.157607434,0.192166491
YJL095W,1.368107463,-0.899394222,-0.264700452,-0.418051821,-0.758073607,-1.796669085,-0.429368544,-0.27195527,-0.490978111,0.180552933,0.423248808,0.165977844,-0.888519482,-0.020722379
YJL096W,0.168614134,0.005972884,0.334917371,-0.160443585,-0.283106398,-3.559157338,0.140827772,-1.969860027,-0.387090105,-1.079971653,-0.027892646,-0.877141669,1.277785924,-0.245679382
YJL098W,-0.053083949,0.155739939,0.229437272,-0.117542585,-0.3088886,-0.008209755,0.390143609,0.383505521,1.606346538,0.656335483,0.066245877,0.447872277,-0.179210735,-0.129721674
YJL099W,0.510602145,-0.349728381,-0.750193467,-0.085971613,-0.109775631,1.076292995,-0.184579153,0.797089151,0.665028891,-0.739455518,-0.718274022,-0.300250389,-0.883742156,0.109843098
YJL100W,-0.517076412,0.045895854,-0.023870319,-0.924338909,-0.039775643,0.068302215,-0.113018192,-0.200578632,0.108250061,-0.188790507,-0.254053952,-0.337201155,-0.641314453,-0.036725772
YJL102W,-0.123382063,0.026991008,0.068035714,-0.577149348,-0.032319445,-3.590168259,-0.464122615,-2.24985161,-1.239350055,-0.870629343,-0.306896865,-0.754981423,1.008077584,-0.297897973
YJL103C,0.302852215,0.052425616,0.043083908,0.777072754,-0.297101351,-0.320642221,0.358367777,-0.052815289,0.345265266,0.247469853,-0.21557522,0.308152457,0.272671227,0.196157128
YJL105W,-0.959867992,-0.223728162,-0.109108156,0.45047357,0.046316334,0.405955052,0.040022126,-0.067714332,-0.050768458,0.197990107,0.014943793,0.15713706,-0.205403944,-0.232594508
YJL106W,-0.240804369,-0.012598397,-0.18661621,-0.470922682,-0.220892075,-0.240676887,-0.181901121,-0.585080828,-0.139885242,-0.534074307,-0.060848269,-0.169918005,0.13180328,-0.711379549
YJL107C,-0.214689149,-0.319980543,-0.318166294,-0.619493315,-0.216692923,0.047254636,-0.244289524,-0.489101449,-0.004495491,-0.166109638,-0.586962318,-0.192721932,-0.553872314,-0.455082875
YJL108C,-0.537735021,-0.3707875,0.107045629,-0.473024971,-0.178401136,0.366653025,0.217327259,0.351262542,0.09283143,0.297120247,-0.280099719,0.033005526,-0.243901572,-0.334533611
YJL110C,0.009816487,0.90976311,0.500238648,-0.069865629,-0.00259646,-0.207302382,-0.10001257,-0.2034278,-2.255737135,-0.194592337,0.330594667,0.085453493,0.829545451,-0.055554899
YJL112W,0.420577441,-0.167407933,0.289429423,0.041279598,0.177431647,-0.396760671,0.111611109,0.024297822,0.294889595,0.553505563,1.410561266,0.176385934,0.052578059,0.822378985
YJL115W,1.534168159,-1.26138276,-1.624008066,1.142807793,0.618954979,0.553460532,-0.915138231,0.85601181,0.366489217,0.421205794,-0.595853619,-0.429425168,0.154817997,1.874650942
YJL116C,-0.387800581,0.466684229,0.993291172,-0.160497781,0.034179656,0.091449341,0.762250091,0.010574103,-0.238140124,0.413257332,0.284118999,0.74857448,0.591808885,0.637215007
YJL117W,-0.439676708,0.263322514,0.684767659,-0.08829521,-0.057123718,0.211355314,0.793719959,0.289645374,-0.423634481,0.372624419,0.009961983,0.878485241,0.122728946,0.101233148
YJL118W,0.116366122,-0.289603015,-0.070755689,0.009522804,-0.41099637,0.487975245,-0.104252792,0.608567669,0.379349263,-0.216576941,-0.294137402,-0.095179847,-0.384903155,-0.938080428
YJL119C,-0.346317277,0.184106095,0.376026105,-0.228638551,0.836458458,0.080112874,0.431757219,-0.01431097,-0.22987877,-0.027556688,0.070959343,0.333025627,0.056784669,-0.808065831
YJL120W,-0.804617663,-1.067510649,-0.412403751,-0.168210643,0.326866766,0.019044951,-0.378399559,-0.550382659,0.282172793,-0.109606133,-0.612526653,-0.657727653,-0.152093083,-0.128432241
YJL121C,-1.065748732,-0.003598365,-0.115327887,0.772658139,-0.002567369,-0.534858041,-0.056313541,-0.729533471,-0.435651369,-0.007817015,-0.447922893,-0.303484399,0.22489941,0.567596003
YJL122W,-0.112081808,0.334029719,-0.076657904,-0.219750418,-0.205781371,-0.38664179,0.301339766,-0.228061322,-1.41558028,-0.06795433,0.350550593,0.319936819,-0.352103083,-0.530703127
YJL123C,-1.053279982,-0.481738106,0.2174157,0.329246158,-0.31754854,0.645366648,0.870639776,0.569336642,0.118743255,0.770451762,0.344148979,1.279482343,0.117260182,-0.112534997
YJL124C,-0.56959218,-2.358898715,-2.577233759,-0.87467011,-0.581097906,1.960487071,-0.871809018,-0.823824298,-1.491683792,-1.612269908,-1.365644079,-1.266303603,-0.75463852,-1.07823843
YJL126W,0.88604295,2.505664101,-0.033850518,-0.247939823,-0.659655514,-1.111095718,0.069890176,0.426029199,-2.164785453,-2.438654109,1.089197013,-0.323033773,0.147277697,0.082222025
YJL127C,1.396343244,-2.146817109,-2.56382537,-0.101240757,-0.008850092,2.032843965,-0.268484197,-0.24640981,-0.899719244,-1.985920814,-0.547900658,-0.507913008,-0.581950353,0.058040266
YJL127C-B,-0.221894725,0.032464128,-0.062703259,-0.167884432,-0.90020535,0.400226426,0.083255699,-0.166719515,-0.537981174,-0.04351803,-0.114180571,0.018757472,-0.171951324,-0.158757584
YJL128C,0.693052788,-1.685225976,-0.53014358,1.216948948,0.04243814,-0.741195307,1.555159352,-0.338350271,1.946674297,0.269144673,0.182002647,2.220361338,0.564083935,0.802367994
YJL129C,-0.390323337,-0.506513051,0.294718042,-0.009855763,0.015793337,1.398316369,0.139932186,-0.835432674,-1.648120832,-1.567795638,0.313981343,0.441939749,1.662322399,0.124663915
YJL130C,0.347584607,-0.059194834,-0.163702874,0.476577913,-0.155756213,-0.723626174,0.264573997,0.261821074,-0.435762728,0.354228284,-0.061115305,0.51576498,0.582285722,-0.079339692
YJL131C,-0.042783775,-0.247297584,-0.505351814,-0.17612937,-0.024177189,0.090381808,0.239074533,0.132687622,-0.027108237,-0.016368257,-0.376219321,0.631664605,0.164978933,-0.221643805
YJL132W,-0.234560913,-0.548451105,-0.273299437,0.084659217,-0.036519906,0.014270468,0.309538805,-0.060432451,-0.073613306,0.982506328,-0.224248691,0.390808919,0.266241653,-0.009660942
YJL133W,-0.207975255,0.132017803,0.073412358,0.458744136,0.104260823,0.729094945,0.520641193,-0.013696241,0.63344475,-0.328407136,0.029038435,0.76346157,-0.017326627,0.136910053
YJL134W,-0.042914027,-0.251382953,-0.698378298,0.240578181,-0.017523642,0.23872944,-1.284577739,0.911536898,-0.198875819,0.136128119,-0.507240298,-0.681581633,-0.565760437,0.295105344
YJL135W,-0.003517589,0.006786736,-0.242794631,0.194163298,0.202636606,0.079517363,-0.688365835,0.983705493,-0.120931388,-0.135779565,-0.256559311,-0.232717755,-0.138191449,0.029960467
YJL136C,-0.570124988,-1.204533707,-0.051225218,-0.457685996,-0.663831492,0.626855255,-1.321007613,-1.299389817,-1.362583599,-0.13851964,-1.060222555,-0.932350252,-0.154179573,0.636388549
YJL136W-A,0.369085644,0.023120028,0.078686186,0.061832026,-0.712167137,0.013640592,0.071410008,0.05287505,0.237233635,-0.087145339,0.062660722,-0.154537717,-0.222477886,0.397207822
YJL137C,0.27248323,1.280515838,0.451330489,-0.059330205,-0.578850733,-0.181799346,0.237076771,0.944040554,0.761223229,-0.530311201,0.729503463,0.325465128,0.37906218,0.113521406
YJL138C,0.402570831,1.056565168,0.132280851,0.179591771,0.080961398,-0.180758364,-0.17564358,0.091083938,0.905056017,-1.046592646,0.180657477,-0.068642446,-0.2538113,-0.082936117
YJL139C,0.831342436,0.28938939,-0.203546178,0.237454178,-0.087411888,0.236548152,-0.105766508,1.312680787,0.249990612,0.212759519,-0.106213112,0.343142554,0.150950457,0.155248427
YJL140W,0.989155559,-4.547667357,-6.39249929,0.530513885,0.05025137,-1.311556524,-4.870539753,0.213725598,1.793904729,-1.770647443,-1.446270408,-3.027907711,-0.644930541,-0.013356134
YJL141C,-0.37609106,0.459571731,0.755489043,0.411597538,-1.039350658,1.000235117,0.80202198,-0.40716558,-0.468412874,0.886130158,0.034497809,0.864975048,0.408206499,0.220377841
YJL142C,0.421774766,0.562392422,0.114909565,-0.136053068,-0.333675016,0.085681811,-0.086938621,0.3269832,-0.029776118,-0.105809274,0.2122957,0.288866379,-0.098340872,0.017530202
YJL144W,0.135571142,0.194761531,0.150392031,0.223578605,0.338326014,-0.0984363,0.129507684,-0.375700247,0.164136719,-0.272295925,0.123141269,0.177766247,-0.132027884,0.072314821
