"Sample Name","23_Na_He","24_Mg_He","24_Mg_HEHe","31_P_HEHe","34_S_HEHe","39_K_HEHe","39_K_H2","40_Ca_H2","44_Ca_HEHe","55_Mn_He","56_Fe_HEHe","56_Fe_H2","59_Co_He","63_Cu_He","66_Zn_He","95_Mo_He","115_In_He","115_In_HEHe","6_Li ISTD_He","45_Sc ISTD_He","45_Sc ISTD_HEHe","45_Sc ISTD_H2","72_Ge ISTD_He","72_Ge ISTD_HEHe","72_Ge ISTD_H2","209_Bi ISTD_He","209_Bi ISTD_HEHe"
"PL2-P1-G11",28126.6233333333,186.676666666667,133.34,3201.69,30064.56,58720.22,120193.313333333,623.276666666667,16.6666666666667,36.6766666666667,62.01,46.34,3.66666666666667,1677.61333333333,10,4,158.263333333333,398.16,3.33333333333333,2.5,3.33333333333333,106.696666666667,5,7.5,9.16666666666667,49.98,66.6366666666667
"PL2-P1-G12",31363.8033333333,2665.47333333333,151.12,3570.81333333333,4887.66666666667,56161.2533333333,127121.866666667,616.61,15.8333333333333,61.6833333333333,68.01,55.6733333333333,2.33333333333333,1677.28,53.0066666666667,24.6633333333333,69.9666666666667,141.606666666667,1.66666666666667,1.66666666666667,2.5,89.19,1.66666666666667,3.33333333333333,7.5,66.6366666666667,56.64
"PL2-P1-G3",91702017.8466667,112080014.996667,155023441.023333,19756194.4466667,4724758.09666667,261121909.38,1440665775.02667,445222304.593333,3216791.5,927141.896666667,1518406.04333333,2370461.14666667,392.716666666667,501681.6,333186.516666667,550093.073333333,495725.9,1504144.37333333,2372.45333333333,83725.6866666667,150686.153333333,772966.22,60478.3633333333,103967.366666667,156280.71,1181098.59,1501183.04
"PL2-P1-G5",32820213.6533333,82553647.1033333,121385904.86,14965237.6033333,3585615.20333333,199846954.916667,1145505371.68333,361326714.74,2540738.82,686825.6,1057146.69,1794920.46333333,283.7,398597.86,258804.723333333,1070994.05666667,413589.61,1426101.39666667,1847.60666666667,61700.01,119982.166666667,646677.393333333,46845.0733333333,85416.93,142780.54,1063580.01,1418948.55333333
"PL2-P1-G7",75713805.3033333,92862286.3966667,132879053.576667,17033351.2833333,3946557.97,219277931.876667,1281821122.63667,393877145.99,2705959.02666667,760217.043333333,1141288.99333333,1939304.73333333,298.703333333333,405326.243333333,7736.89,1140582.68666667,450795.18,1357400.35333333,1907.59333333333,69212.0433333333,129322.83,703546.493333333,51727.6,92558.6233333333,153438.563333333,1130557.90333333,1496953.90666667
"PL2-P1-G9",30001.0766666667,195.566666666667,127.78,3611.83,588.746666666667,56998.2833333333,122820.21,631.606666666667,13.75,153.376666666667,69.01,48.0066666666667,2.33333333333333,1823.98,41.3366666666667,6.66666666666667,11636.12,982.93,56.6433333333333,2092.06,2.5,74.19,1668.35666666667,12.5,10.8333333333333,29239.55,273.21
"PL2-P1-H6",73897862.35,88848386.4533333,126986422.553333,15902348.9966667,3788839.03,211809675.546667,1257177987.03667,393080942.183333,2679152.45333333,754442.24,1287235.83,2212040.43,303.703333333333,435573.643333333,282190.363333333,1183497.19,454479.096666667,1364423.45666667,1932.58333333333,66849.88,125885.35,694676.666666667,50702.1266666667,90795.7166666667,153800.656666667,1164314.90666667,1533227.13333333
"PL2-P1-H1",120666059.81,146908583.366667,189881748.283333,25302390.66,5747078.88333333,324449040.946667,1561913338.31667,484374693.943333,3949853.74666667,2173245.11,1712603.95333333,2394015.56666667,466.063333333333,604208.763333333,401013.883333333,1405905.34333333,540617.373333333,1653896.88666667,2565.72666666667,105244.293333333,179351.703333333,792778.65,71928.8766666667,120410.096666667,160761.816666667,1214718.07,1530181.62666667
"PL2-P1-H10",32383.16,218.9,126.67,3224.03333333333,556.07,67221.75,137862.433333333,632.44,20,46.6766666666667,77.6766666666667,46.3366666666667,3.33333333333333,1883.99666666667,9.66666666666667,3.33333333333333,109.95,279.88,1.66666666666667,3.33333333333333,3.33333333333333,87.5233333333333,2.5,2.5,2.5,39.98,64.97
"PL2-P1-H11",26491.0733333333,133.34,130.006666666667,2711.87666666667,19717.7133333333,54432.43,112916.713333333,629.523333333333,17.0833333333333,50.0133333333333,73.3433333333333,43.6733333333333,2.66666666666667,1648.27333333333,4.66666666666667,4,61.6366666666667,278.21,0,4.16666666666667,0.833333333333333,93.36,5,7.5,5,36.65,46.6466666666667
"PL2-P1-H12",27350.59,230.016666666667,105.56,2974.95333333333,3957.62666666667,49891.4966666667,113558.08,586.2,17.0833333333333,43.3433333333333,60.3433333333333,47.0066666666667,2,1578.59,9.66666666666667,1.33333333333333,44.98,134.94,3.33333333333333,4.16666666666667,5,86.69,0.833333333333333,0.833333333333333,3.33333333333333,11.66,46.6466666666667
"PL2-P1-H3",91826917.07,111208537.233333,154381117.7,19692668.0933333,4678144.1,260074431.94,1432798628.15667,444264957.596667,3234413.46666667,965669.866666667,1511592.54,2414214.25,370.38,499741.506666667,338197.486666667,2422496.60666667,487083.516666667,1472369.46,2150.84333333333,82823.4933333333,150748.383333333,764835.253333333,60870.97,105136.966666667,156963.04,1152338.84,1556457.29
"PL2-P1-H5",144717178.81,85505536.5033333,122887947.06,15296768.4333333,3638121.37333333,204617295.086667,1195224315.54667,371231653.306667,2559917.15,701125.816666667,1240396.93333333,2119017.49666667,291.033333333333,414243.473333333,303798.846666667,1069781.74666667,416327.856666667,1405201.85,1842.61333333333,63438.2166666667,121074.38,659564.33,47702.9933333333,84855.0933333333,141804.876666667,1047629.74333333,1370262.89333333
"PL2-P1-H7",73306195.65,89758041.9966667,127981943.646667,16234356.8733333,3817727.92,210379160.083333,1231907490.76333,380635321.196667,2635946.63,741283.006666667,1090552.10333333,1853752.11333333,297.37,411143.963333333,7399.67333333333,1104640.33666667,455067.093333333,1374969.30333333,2055.87666666667,69208.7166666667,129572.426666667,702372.093333333,52295.67,92212.1633333333,153893.336666667,1148162.00666667,1509964.6
"PL2-P1-H9",28982.8166666667,152.23,393.363333333333,3103.32666666667,530.736666666667,55672.21,120765.973333333,619.11,23.75,116.7,317.046666666667,55.3433333333333,1.33333333333333,1830.64666666667,7.33333333333333,0.666666666666667,158.263333333333,2519.56666666667,3.33333333333333,2.5,162.546666666667,85.8533333333333,3.33333333333333,77.52,4.16666666666667,73.3,4082.25666666667
