Cluster,ORF,Gene,Ag_10uM_Fold Change,Ag_10uM_P-value,Ag_20uM_Fold Change,Ag_20uM_P-value,As_400uM_Fold Change,As_400uM_P-value,As_1250uM_Fold Change,As_1250uM_P-value,Cd_5uM_Fold Change,Cd_5uM_P-value,Cd_25uM_Fold Change,Cd_25uM_P-value,Cr_400uM_Fold Change,Cr_400uM_P-value,Cr_1700uM_Fold Change,Cr_1700uM_P-value,Cu_5000uM_Fold Change,Cu_5000uM_P-value,Cu_9000uM_Fold Change,Cu_9000uM_P-value,Hg_19uM_Fold Change,Hg_19uM_P-value,Hg_47uM_Fold Change,Hg_47uM_P-value,Zn_1000uM_Fold Change,Zn_1000uM_P-value,Zn_2000uM_Fold Change,Zn_2000uM_P-value
IV,YDL182W,LYS20,1.59546,5.59745E-15,1.61773,9.89102E-32,1.28852,0.00014,1.60029,3.40017E-24,1.41096,1.14475E-07,1.09306,0.08529,1.30449,6.65363E-08,1.07103,0.14764,-2.0103,2.47058E-31,-2.6497,0,1.40971,9.31274E-12,1.1275,0.0035,1.1791,0.00004,1.01886,0.38967
IV,YKR081C,RPF2,-1.00708,0.84345,1.10508,0.0065,1.03175,0.15729,-1.83837,1.12104E-44,1.41615,3.7792E-27,1.34903,3.55922E-17,-1.11059,7.22763E-08,-1.3969,1.33279E-22,-1.83335,0,-2.9766,7.9364E-36,1.43131,1.23253E-23,-1.17471,2.01607E-09,1.08525,0.02747,1.10357,1.67803E-09
IV,YBR187W,YBR187W,1.12419,1.36352E-06,1.14542,0.00001,-1.1104,8.0162E-06,-2.15888,0,1.08503,0.01089,1.05542,0.00669,1.04464,0.08122,-1.07984,0.00998,-1.36236,6.71606E-30,-2.03078,4.98664E-39,1.23717,7.92465E-13,-1.023,0.32053,1.14373,6.6349E-08,1.08424,0.00088
IV,YJR116W,YJR116W,1.13583,8.90002E-06,1.18575,1.28994E-12,-1.53624,5.0592E-37,-2.16298,0,-1.16815,4.88959E-06,-1.17406,2.65935E-06,-1.15657,1.25724E-06,-1.22941,1.02245E-11,-1.16705,0.00263,-1.23222,3.39824E-06,-1.0609,0.04946,-1.04086,0.43703,1.2259,4.61424E-07,1.35577,8.13113E-17
IV,YGR078C,GIM2,1.5174,1.02196E-25,1.56586,0,-1.08232,0.00575,-2.23489,0,1.14129,0.00179,1.12808,0.00026,1.23068,4.31223E-16,1.0245,0.28311,-1.01667,0.43198,-1.27508,0.00002,1.30123,8.09805E-33,1.06012,0.03363,1.42971,0,1.43775,0
IV,YKL199C,YKT9,1.50199,0.00074,1.20655,0.05875,1.83795,2.12036E-14,1.92734,8.79429E-14,1.21296,0.02387,1.18306,0.06487,1.32888,0.00015,1.0347,0.68091,-1.78453,1.24375E-07,-1.58403,3.62298E-07,1.07405,0.31904,1.09157,0.30123,1.55939,1.0749E-08,2.03342,8.43734E-13
IV,YKL014C,URB1,1.04964,0.03093,1.06608,0.05159,-1.10479,0.01033,-2.18198,0,1.17003,6.02252E-14,-1.00037,0.99134,-1.29413,1.73898E-19,-1.31228,3.47226E-10,-1.81729,0,-2.19937,0,1.31865,2.42463E-23,-1.02305,0.46887,1.14059,0.00024,1.186,0.00016
IV,YBL004W,UTP20,1.56303,0,1.73261,0,1.43726,2.38723E-33,1.11419,0.02973,1.79782,0,1.68096,0,1.37505,2.57781E-34,1.2142,5.51087E-14,-1.26025,1.62263E-08,-1.33866,8.19269E-08,1.9584,0,1.68077,0,1.86848,0,2.05122,0
IV,YJL109C,UTP10,1.17424,3.5081E-08,1.31687,8.91528E-18,1.06849,0.09436,-1.65617,1.96436E-37,1.43757,2.36301E-38,1.41047,1.2475E-17,-1.15133,3.44148E-14,-1.19126,7.16503E-11,-1.66094,0,-2.08181,0,1.57387,0,1.17453,3.65041E-08,1.30441,1.55404E-15,1.37762,0
IV,YDR060W,MAK21,1.45293,3.11367E-15,1.62423,2.50074E-30,1.12795,0.0003,-1.59932,2.38596E-26,1.62625,1.3856E-19,1.29731,1.33432E-06,1.08664,0.11612,-1.04552,0.27971,-1.50119,0,-2.04071,4.32292E-34,1.71715,1.08131E-35,1.11982,0.02013,1.48772,5.29817E-17,1.6371,1.80245E-13
IV,YNL256W,FOL1,1.34854,1.32038E-13,1.47583,1.47128E-31,2.027,0,2.18949,0,1.27135,1.41549E-12,1.26594,3.78712E-09,1.10323,0.00012,-1.03439,0.39602,-1.44853,1.54732E-31,-1.55608,1.16625E-32,1.34199,3.99321E-32,1.04305,0.24054,1.39617,5.02251E-22,1.42433,0
IV,YLL034C,RIX7,2.40937,1.719E-12,2.38375,1.10907E-15,1.62841,0.00003,-1.07384,0.49362,2.04423,2.86067E-08,1.88707,1.86382E-07,1.69666,0.00001,1.39058,0.00089,-1.26477,0.03712,-1.70101,0.00886,2.66017,2.01342E-25,1.65245,0.00002,2.30049,1.24814E-14,2.54137,4.77623E-15
IV,YDR398W,UTP5,2.2358,0,2.4615,0,1.54131,0,-1.05109,0.14935,2.06508,0,2.26117,0,1.70452,1.22016E-28,1.42226,1.0738E-32,-1.01923,0.6994,-2.01311,5.15504E-15,2.19188,0,1.46441,0,1.92017,0,2.30131,0
IV,YLR214W,FRE1,-1.23399,4.23912E-11,-1.18823,0.02963,-1.27324,0.00008,-2.95026,0,1.38295,4.86934E-09,1.05064,0.3255,3.71739,0,3.22615,0,-10.18932,0,-8.07474,0,-1.44949,1.95029E-24,-2.68897,0,1.25814,7.95083E-11,1.28208,6.34649E-18
IV,YPL043W,NOP4,2.0333,0,2.28322,0,1.31066,0,-1.35009,1.03059E-09,1.78115,0,1.74287,0,1.54939,4.21626E-25,1.142,0.00007,-1.33743,3.63005E-16,-2.19288,0,1.95217,0,1.18178,0.00001,1.68343,3.27208E-28,1.83716,3.86758E-42
IV,YLL035W,GRC3,2.02453,4.61657E-11,1.53242,0.0033,1.61511,0.00008,-1.17893,0.09783,1.9741,1.54258E-33,2.15014,1.55871E-24,1.3428,0.00005,1.29964,0.00281,-1.11668,0.2523,-1.64787,7.15353E-07,1.96439,3.99653E-14,1.64726,8.76469E-13,1.78993,1.69187E-19,1.77837,0.00031
IV,YDL063C,YDL063C,1.5509,4.50314E-17,1.61891,1.24575E-42,1.01659,0.6211,-1.878,2.54778E-39,1.44861,1.14372E-39,1.55088,3.797E-38,1.02351,0.48295,-1.11167,0.00699,-1.56572,0,-3.0451,1.07754E-24,1.57728,0,1.01763,0.54736,1.45357,4.26211E-28,1.76553,2.51082E-38
IV,YLR401C,DUS3,1.72011,3.72788E-11,2.09772,9.52641E-18,1.26628,0.0053,1.10687,0.22545,1.39994,0.00002,1.39653,0.00003,1.25901,0.001,1.21967,0.01635,-1.15708,0.01716,-1.61712,2.27398E-08,1.62763,2.5148E-14,1.22157,0.02498,1.45321,2.45001E-09,1.64706,3.82161E-10
IV,YPL265W,DIP5,-1.00186,0.96566,-1.18752,0.03461,1.81044,1.02782E-10,-1.08438,0.2186,2.2739,1.1424E-36,1.66491,2.25148E-13,1.54461,6.92421E-16,-1.20598,0.00333,1.04057,0.49891,-2.22478,0,2.43595,0,2.87889,0,1.21544,0.00003,1.17082,0.00015
IV,YGR177C,ATF2,1.22987,0.00595,1.21108,0.00445,1.10073,0.14316,-4.10325,0,-1.05979,0.31357,-1.32156,0.00001,1.81324,2.56546E-21,1.47172,2.29319E-10,-2.28732,5.25506E-28,-3.13478,1.96777E-25,1.09772,0.11604,3.52775,0,1.21647,0.00361,1.62329,1.70919E-13
IV,YGL078C,DBP3,1.18725,3.52702E-10,1.26719,2.10577E-10,1.30786,2.67502E-18,-1.14445,0.15644,1.41049,1.59912E-20,1.24459,9.1145E-08,1.10902,0.01908,-1.078,0.02211,-1.34536,1.94994E-21,-2.10835,2.8026E-45,1.42851,9.41694E-28,-1.11285,0.00037,1.20262,0.00002,1.277,1.85537E-11
IV,YKL191W,DPH2,1.99504,2.25609E-43,2.10611,0,1.89636,5.60519E-45,1.64913,3.20012E-24,2.15037,0,1.93617,3.33437E-25,1.42099,2.45148E-14,1.11026,0.0383,-1.02348,0.60663,-1.53641,2.10078E-10,2.16322,1.4013E-45,1.70477,2.45793E-24,1.87118,1.61647E-32,1.92883,2.80424E-34
IV,YOR119C,RIO1,1.33382,0.00001,1.52012,0,-1.26018,1.08294E-12,-1.14885,0.00067,-1.01552,0.65474,-1.00925,0.82476,-1.11361,0.00036,-1.20018,1.01517E-06,-1.62005,5.33451E-23,-2.32108,4.56111E-35,-1.02131,0.56539,-1.28978,9.58557E-14,1.02125,0.48307,1.08348,0.001
IV,YKL172W,EBP2,1.0079,0.9018,1.2266,0.00001,-1.07733,0.06523,-1.59671,7.54838E-38,1.25269,0.00003,1.22874,0.0001,-1.08453,0.14816,-1.29354,7.61048E-06,-1.66492,1.06997E-16,-2.79374,0,1.27145,0.00001,-1.13994,0.0007,1.09613,0.12328,1.11229,0.00032
IV,YNL207W,RIO2,1.05868,0.01024,1.20294,5.87829E-19,-1.23097,3.92468E-15,-1.44835,2.99673E-40,1.04121,0.06836,-1.05008,0.0577,-1.23947,5.83238E-11,-1.41034,7.05223E-28,-1.7242,0,-2.53235,0,1.08499,0.00017,-1.24794,2.99885E-24,1.00759,0.76104,1.00904,0.69266
IV,YOR091W,YOR091W,1.54314,2.43198E-22,1.7502,0,-1.01194,0.79862,-1.68741,2.31535E-22,1.33055,3.26561E-37,1.44155,0,1.07431,0.00321,-1.08578,0.00212,-1.51993,5.68321E-27,-2.5852,0,1.57936,0,1.15446,7.15115E-14,1.70582,0,1.81286,0
IV,YAL025C,MAK16,1.62435,0,1.92925,1.5212E-32,1.10296,0.01363,-1.86848,0,1.65214,0,1.70407,0,1.3688,3.62562E-16,1.02133,0.69984,-1.51631,0,-2.5348,2.92568E-30,1.6285,0,-1.00258,0.92518,1.30511,2.49815E-09,1.51521,6.5448E-32
IV,YLR285W,NNT1,1.06806,0.00926,1.04586,0.16289,-1.13943,1.96027E-07,-2.30325,0,1.0829,0.00873,1.03711,0.23111,-1.07446,0.00612,-1.20635,5.97207E-16,-1.33649,3.57581E-26,-1.59211,0,1.21862,1.41802E-12,-1.00492,0.92822,1.14333,3.72572E-09,1.14859,9.13494E-08
IV,YBL112C,YBL112C,1.09037,0.23923,1.01376,0.74244,1.30501,1.89663E-20,1.94816,0,-1.19326,1.33782E-08,1.29067,0.00029,1.41568,1.50737E-13,1.38396,0,-1.17486,0.02477,-1.22361,0.00015,1.17793,0.00009,2.01084,0,1.79051,0,1.88087,0
IV,YLR397C,AFG2,2.0127,7.15879E-27,1.94948,3.03619E-41,1.50141,1.87521E-15,1.39816,4.03445E-10,1.79703,7.89851E-31,1.36742,3.1835E-17,1.31769,5.13105E-08,1.31337,6.3179E-08,-1.07948,0.27913,-1.16801,0.00007,1.87427,0,1.28535,0.00019,1.82357,2.14159E-33,1.74858,6.01722E-11
IV,YDL148C,NOP14,1.24067,8.4714E-12,1.35942,1.32474E-11,1.05648,0.14613,-1.59986,9.26134E-12,1.28216,1.04441E-31,1.18113,2.87067E-08,-1.06009,0.05632,-1.10328,0.00066,-1.89179,0,-2.77485,0,1.43074,1.71707E-28,-1.03213,0.20587,1.33806,4.88566E-15,1.45307,7.43002E-28
IV,YGR128C,UTP8,1.55657,0,1.68805,0,1.07848,0.04632,-1.77438,5.5729E-19,1.61062,1.67736E-29,1.47038,7.26578E-30,1.14722,5.42937E-08,-1.00652,0.84386,-1.32333,1.04175E-30,-2.17112,5.21414E-28,1.78666,0,1.06761,0.05827,1.58375,0,1.59659,0
IV,YPR137W,RRP9,2.12346,1.46628E-26,2.77389,0,1.33522,0.00075,-1.29242,0.00034,1.58869,1.00363E-16,1.88689,7.29655E-17,2.09391,0,1.42479,1.59562E-08,1.40501,1.25011E-09,-1.40116,9.12848E-15,1.85436,3.78351E-44,1.23172,9.65296E-06,1.67121,5.66708E-34,1.93792,0
IV,YDR120C,TRM1,1.27324,7.06933E-07,1.4375,0,-1.08841,0.09107,-1.64215,0,1.5281,9.55971E-36,1.46716,5.14182E-13,-1.26249,3.12533E-07,-1.44295,0,-1.59358,1.35358E-14,-2.95731,6.83648E-36,1.45927,0,-1.01577,0.65391,1.12867,0.00228,1.2112,0.00103
IV,YLR196W,PWP1,1.46558,0,1.67564,0,1.20495,5.85916E-17,-1.44819,1.06963E-22,1.40205,0,1.30123,8.74017E-15,1.21881,3.16126E-12,-1.00168,0.94934,-1.61596,1.50892E-41,-2.31345,4.77192E-20,1.43106,4.57986E-28,1.02529,0.41035,1.48977,1.00261E-28,1.53867,1.99707E-23
IV,YHR066W,SSF1,1.61302,3.09624E-09,1.87078,2.13064E-11,1.03117,0.70551,-2.11555,0,1.36852,0.00143,1.51007,1.35707E-07,1.44841,3.53885E-07,1.02049,0.83587,-1.29601,0.00003,-2.57889,1.64248E-20,1.302,0.00004,-1.13375,0.2239,1.05984,0.49446,1.38585,0.00051
IV,YCR057C,PWP2,2.07812,0,2.3918,0,1.65039,0,-1.25899,1.21952E-08,2.30689,0,2.04798,0,1.76633,2.1636E-42,1.47062,3.19495E-12,1.04043,0.23541,-1.64871,6.50104E-06,2.60862,0,1.49136,0,2.15655,0,2.4499,0
IV,YER130C,YER130C,1.64978,2.66448E-25,1.78702,0,1.16577,0.00993,1.516,1.56995E-33,1.06783,0.24788,1.92638,0,-1.09601,0.01391,1.35052,2.71199E-13,-1.35875,8.14386E-10,-1.37718,3.09752E-15,1.1105,0.00152,1.44641,2.51865E-13,1.57851,8.12038E-26,2.28698,0
IV,YOL010W,RCL1,1.75416,0,2.30644,0,1.65836,7.49072E-39,-1.13385,1.19743E-07,1.6945,0,1.92318,0,2.34967,0,1.43801,7.33637E-37,1.17382,3.9017E-11,-1.42659,0.00143,1.79348,0,1.19483,0.00014,1.53639,1.49959E-25,1.80121,4.3569E-34
IV,YKL043W,PHD1,1.15753,0.00001,1.05685,0.06286,2.24595,0,2.11638,0,1.0611,0.17013,1.0352,0.2193,1.09542,6.30808E-07,1.00455,0.87169,-1.29652,2.93807E-28,-1.35922,4.39571E-36,1.05656,0.01465,-1.19911,5.29256E-10,1.38775,2.4662E-34,1.29222,6.34936E-13
IV,YER127W,LCP5,1.79352,1.59758E-38,2.42734,0,1.55434,0,-1.1552,1.79182E-06,1.74626,0,1.87321,0,2.15314,0,1.40699,2.59283E-19,1.01679,0.40393,-1.86529,7.22034E-35,1.86193,0,1.22373,5.41142E-18,1.8794,0,2.16624,0
IV,YBR141C,YBR141C,1.74751,0,2.2139,0,1.49342,5.89516E-10,1.30003,4.37129E-15,1.17339,0.01011,1.87334,3.93787E-38,1.21205,0.00031,1.15728,0.23884,-1.15325,0.00224,-1.76203,4.34374E-14,1.31021,0.00002,1.0262,0.64304,1.24586,0.00033,1.63706,5.42183E-17
IV,YNL075W,IMP4,1.04541,0.04714,1.18665,2.96328E-07,-1.1789,4.3457E-08,-1.7345,0,1.06842,0.01218,1.07357,0.15848,-1.17027,0.00034,-1.51894,3.20615E-15,-1.72803,0,-2.86278,0,1.14826,0.00074,-1.34676,0,-1.00212,0.94028,1.08783,2.80428E-07
IV,YDR087C,RRP1,1.36001,0,1.61222,8.66595E-20,-1.17964,0.00059,-2.29791,0,1.24048,0.00002,1.26581,1.75204E-07,-1.10174,1.19361E-08,-1.25813,4.95496E-06,-1.97481,0,-2.54467,3.34315E-30,1.15927,0.0002,-1.34001,1.60077E-15,1.2105,2.06028E-06,1.24555,1.48166E-14
IV,YOR182C,RPS30B,2.14977,0,2.00957,0,1.26953,9.55111E-08,-1.21546,5.77459E-10,1.32155,0.00012,1.48737,3.64294E-22,1.56613,3.16853E-12,1.57586,2.37242E-15,1.18599,0.00115,-1.04174,0.38148,1.42165,3.09545E-11,1.1491,0.00634,1.58318,5.99424E-28,1.58149,1.34121E-13
IV,YOR294W,RRS1,1.6336,5.96851E-40,1.89627,1.87564E-31,1.48538,6.85301E-10,-1.00953,0.74696,1.60014,0,1.67679,0,1.36825,3.1121E-22,1.08804,0.04969,-1.82106,1.63858E-40,-2.19953,4.21939E-22,1.72605,0,1.04922,0.07698,1.83896,2.85659E-31,2.00169,0
IV,YJR063W,RPA12,2.39166,1.62596E-11,2.80214,4.09179E-43,1.65098,3.55142E-13,-1.34516,0.00355,1.9882,1.36631E-14,1.97442,8.89681E-19,1.64475,6.64163E-06,1.38695,0.00031,-1.16519,0.08638,-1.51753,0.00289,2.24521,2.23645E-14,1.32996,0.00991,2.0043,2.95505E-13,2.03502,6.35378E-10
IV,YDL039C,PRM7,1.79518,0,1.87459,0,2.7466,0,1.27815,8.60982E-08,1.8939,0,2.02902,0,2.07644,0,1.41782,8.77611E-30,-1.80611,0,-2.0706,1.39296E-21,1.84418,0,1.11634,0.00008,1.96578,0,1.49211,1.62784E-20
IV,YDL112W,TRM3,1.25069,4.72148E-07,1.51071,4.89636E-38,-1.09809,0.02054,-2.36562,1.17386E-36,1.08669,0.03593,-1.00108,0.9704,-1.12969,0.00044,-1.11337,0.01567,-1.63717,0,-1.96533,1.73761E-43,1.16712,3.09694E-07,-1.17053,2.70101E-08,1.18951,4.76869E-08,1.13473,1.20698E-13
IV,YJL130C,URA2,1.23573,3.20878E-14,1.25871,0.00003,1.35772,1.00715E-18,2.03782,0,1.10473,0.02049,1.18214,2.11228E-06,1.11635,0.00122,-1.00801,0.82958,-1.17593,1.91939E-09,-1.03513,0.05013,1.36256,1.24341E-33,1.80446,0,1.43355,5.59711E-35,1.54641,3.72281E-34
IV,YPL231W,FAS2,1.11829,2.91346E-09,1.24683,1.56188E-08,-1.32555,1.35436E-29,-2.37141,0,-1.08803,0.00006,-1.22884,2.43891E-06,1.14496,2.19691E-09,1.13522,5.04252E-19,-1.23278,6.386E-29,-1.16471,7.49447E-13,-1.18622,2.62902E-14,1.17,5.49823E-21,1.07281,0.00032,1.24902,3.03108E-15
IV,YOR188W,MSB1,1.76057,0,2.09463,0,1.26383,2.07082E-12,-1.12799,0.03405,1.54898,6.45706E-17,1.52478,8.5105E-16,1.45277,1.60687E-16,1.44683,1.28847E-20,1.07923,0.34735,-1.12938,0.05794,1.99338,2.68368E-32,1.41974,2.54001E-19,1.86682,1.14131E-16,2.0987,6.24416E-40
IV,YER069W,arg5,1.15538,1.32941E-10,1.23477,1.33429E-24,-1.03135,0.56974,2.44596,0,1.00408,0.89045,-1.22762,0.00004,1.17695,0.00005,-1.01515,0.58184,-1.23443,8.71313E-23,-1.39732,0,1.68053,0,2.58108,0,1.29496,2.08188E-16,1.50806,0
IV,YPL126W,NAN1,1.34213,9.36746E-12,1.45102,5.97843E-35,1.0409,0.02367,-1.69587,0,1.54377,5.25371E-26,1.5242,3.71204E-42,1.02088,0.46358,1.01398,0.79417,-1.55886,1.43606E-17,-2.26591,1.202E-24,1.60751,0,1.06227,0.1918,1.397,1.17918E-15,1.45681,2.60233E-11
IV,YIL142W,BIN3,1.309,4.38266E-17,1.38291,2.88564E-21,1.61632,1.70141E-22,2.23646,0,1.25808,8.39883E-15,1.23818,1.28022E-09,1.17536,1.5052E-06,1.15629,1.96817E-08,-1.12315,0.04009,-1.00236,0.95298,1.23669,8.60016E-11,1.15253,2.68164E-10,1.32396,6.52856E-32,1.36683,0
IV,YGL158W,RCK1,1.47402,0.00016,1.15231,0.01342,-1.60703,4.68185E-33,-1.144,0.1215,2.00503,0,1.23847,0.02436,-1.34334,4.68132E-06,-2.22549,3.12565E-15,1.78214,5.45425E-18,1.041,0.51336,2.23719,0,1.52558,7.09109E-17,-1.45824,1.48742E-11,-1.68347,4.26724E-12
IV,YMR131C,RRB1,1.26027,6.043E-17,1.38342,1.63903E-40,-1.00544,0.75254,-1.80702,1.53307E-38,1.23556,4.24625E-19,1.1703,1.21868E-13,-1.06742,0.01153,-1.24737,7.56133E-10,-1.65496,0,-2.59617,0,1.24319,1.79467E-13,-1.03876,0.22917,1.21091,4.41654E-06,1.29529,3.05187E-10
IV,YBR247C,ENP1,1.9984,1.97863E-42,2.30071,0,1.65928,0,-1.06033,0.10842,2.16347,0,2.34504,0,1.52062,1.81889E-42,1.26533,1.11865E-08,-1.12885,0.00712,-1.89084,8.14295E-12,2.49427,0,1.57998,0,1.96986,0,2.39344,0
IV,YGR187C,HGH1,1.29432,2.72162E-06,1.33485,3.70254E-06,-1.06025,0.35386,-2.52883,0,1.31924,4.57546E-09,1.35591,0.00021,-1.06779,0.0667,-1.29522,0.00005,-1.50684,9.28963E-11,-2.5577,0,1.18283,5.67968E-06,-1.11928,0.00481,1.1076,0.03039,1.20345,4.08392E-09
IV,YBR104W,YMC2,1.32425,7.25318E-22,1.53713,1.57901E-40,1.01278,0.78385,-1.48547,1.78368E-10,1.58379,0,1.40197,2.00217E-18,1.2552,0.00004,-1.00345,0.91244,-2.13951,0,-3.08574,0,1.66482,6.31833E-20,1.20462,0.00011,1.4066,2.2503E-07,1.41256,2.94228E-09
IV,YHR061C,GIC1,-1.21802,0.00034,-1.32955,4.09371E-10,1.08736,0.00911,-2.10812,8.92627E-43,1.29955,8.26759E-14,1.00663,0.89998,1.39678,1.17407E-20,1.09014,0.0605,1.28991,0.00005,1.12234,0.00607,1.33596,1.68451E-08,1.10147,0.04546,1.13427,0.00025,-1.10129,0.00564
IV,YNL002C,RLP7,1.1034,0.04637,1.23726,7.41057E-10,1.04721,0.03879,-1.16642,3.92978E-07,1.27851,3.67301E-18,1.16238,0.00045,1.05017,0.29886,-1.21205,1.21438E-09,-1.52376,2.35185E-19,-2.34365,2.05884E-32,1.23615,2.87933E-08,-1.12375,0.00016,1.09301,0.04878,1.11072,0.00372
IV,YKR080W,MTD1,1.04818,0.30638,-1.09714,0.00834,1.20177,0.00012,-2.33271,0,-1.0271,0.75268,-1.77518,0,1.25907,5.19518E-09,-1.69713,0,1.86368,1.7149E-20,1.10556,0.00031,1.03527,0.30387,1.10503,0.01724,1.48555,4.09485E-20,1.13959,0.04174
IV,YHR046C,INM1,1.07646,0.10939,1.22298,5.94657E-19,-1.17482,0.00017,1.24852,0.01613,-1.08642,0.0058,1.2115,0.00112,-1.17653,1.09022E-13,1.16649,1.70904E-13,-1.85353,0,-2.28439,0,-1.10634,0.00039,-1.35192,8.31836E-22,1.06258,0.00775,1.12746,0.00876
IV,YKL099C,UTP11,1.29859,4.60482E-17,1.53606,0,1.08508,0.07316,-1.48913,6.11251E-07,1.29865,5.75471E-14,1.38588,2.64131E-18,1.2451,6.88536E-12,-1.12048,0.04572,-1.39895,1.08757E-17,-2.21915,4.53132E-23,1.37881,2.96354E-29,-1.11646,0.00013,1.34239,2.0334E-09,1.46917,0
IV,YOR078W,BUD21,1.55288,9.7326E-13,1.74174,2.46338E-15,1.48472,1.63631E-13,1.07295,0.40486,1.36267,2.15044E-06,1.78089,9.286E-11,1.82522,8.10273E-10,1.37208,0.00027,-1.00982,0.89648,-1.49265,6.11351E-07,1.49766,7.42443E-06,1.34162,0.0006,1.40458,7.2987E-07,2.00784,9.10708E-15
IV,YNL110C,NOP15,1.21652,0.00754,1.36788,2.06299E-13,1.05912,0.28066,-1.46045,2.28239E-12,1.35564,0.00008,1.41044,0.00001,1.11455,0.12925,-1.12163,0.21228,-1.54853,1.10153E-10,-2.76459,7.55938E-23,1.33886,0.0002,1.06926,0.49157,1.47288,4.3993E-08,1.48665,0.00001
IV,YBR244W,AMI1,1.53638,1.74553E-07,1.6868,0,1.40946,4.00782E-19,1.51835,0,1.42477,8.80799E-11,2.07863,7.09928E-35,1.20778,0.00019,1.29891,4.24314E-06,-1.57251,0,-1.39157,2.13748E-07,2.94172,0,4.39316,0,1.404,8.61909E-37,1.56058,4.23756E-24
IV,YOL039W,RPL44,1.29548,4.11064E-07,1.39405,3.87229E-24,-1.0489,0.02471,-2.2068,6.81468E-32,1.07576,0.15318,1.23217,4.9008E-08,1.16227,0.00011,1.07526,0.01549,-1.13454,0.00065,-1.557,1.00333E-42,1.02303,0.71752,-1.48652,5.18062E-21,1.14991,0.01273,1.26762,0.00053
IV,YDR324C,UTP4,1.73267,0,1.80628,0,1.31213,1.92441E-11,-1.48652,7.92471E-38,1.61032,7.13013E-26,1.67463,2.19001E-39,1.26766,6.36873E-10,1.10468,0.02021,-1.08286,0.00119,-1.422,8.1253E-10,2.14979,0,1.38391,0,1.65495,0,1.87076,0
IV,YJL033W,DBP4,1.58652,0,1.91389,0,1.12513,0.15315,-1.60589,2.75655E-13,1.53658,0,1.24647,3.17139E-10,1.16573,2.4946E-12,1.04657,0.31098,-1.80901,6.70373E-16,-2.99477,1.26116E-25,1.59434,0,-1.05776,8.59688E-06,1.53671,1.09479E-20,1.70327,0
IV,YHR197W,RIX1,1.78213,2.09926E-17,1.95934,1.60815E-33,1.03655,0.47682,-1.55615,9.28579E-10,1.52915,5.83481E-21,1.48862,1.65707E-07,1.12122,0.03229,1.11443,0.00699,-1.37703,1.28296E-10,-2.55299,4.42722E-27,1.6394,3.92657E-23,1.0806,0.14465,1.63023,0,1.89253,0
IV,YNR060W,FRE4,1.20095,0.0798,1.06596,0.22153,-1.3652,0.0077,-1.49292,1.26459E-11,-1.20814,0.02989,-1.03283,0.67938,-1.29858,1.91046E-08,-1.52497,1.94156E-11,-2.60127,3.45746E-19,-2.44133,1.63118E-14,-1.08401,0.12494,-1.48592,6.83418E-16,2.96357,0,3.04656,0
IV,YDR101C,ARX1,1.77531,3.40781E-30,1.92778,0,2.00668,0,-1.00792,0.91454,2.65712,0,2.65322,0,1.51545,4.63147E-24,1.14243,0.00294,1.04589,0.32845,-1.86042,1.36046E-06,3.04698,0,1.87359,0,2.06373,0,2.36344,0
IV,YBL039C,URA7,1.61315,7.15562E-23,1.73363,0,1.51825,0,-1.47655,2.6426E-08,1.85548,0,1.65452,0,1.39352,2.53294E-33,1.22948,2.47339E-09,-1.24319,3.27378E-10,-1.72283,4.51944E-07,2.07704,0,1.27355,3.61901E-13,1.84443,8.7854E-39,1.93189,0
IV,YDR261C,EXG2,1.14382,0.0012,1.22213,0.00011,2.01463,0,1.50352,4.95478E-14,1.26667,2.4108E-06,1.24195,0.00047,1.24165,0.00001,1.09949,0.02537,-1.03143,0.4123,-1.14824,0.00014,1.32351,4.00072E-11,1.14098,0.00881,1.22063,1.60353E-08,1.21368,0.00073
IV,YPL212C,PUS1,1.70344,0,1.78251,1.85491E-25,1.59388,2.74679E-33,1.34649,1.86396E-21,1.55675,1.20076E-24,1.77367,0,1.85873,0,1.53624,1.63952E-42,-1.01574,0.55793,-1.37444,1.17151E-16,1.82687,0,1.48571,0,1.90546,0,2.05716,0
IV,YGL028C,SCW11,1.14765,4.06416E-07,1.26291,0.00054,-1.2311,7.86052E-07,-3.00622,0,1.14277,0.01661,1.52467,8.21401E-19,-1.06224,0.15695,1.02852,0.44667,1.41366,2.20584E-11,1.3817,1.15286E-07,1.2272,1.84604E-06,1.34693,2.10521E-08,1.17958,0.00009,1.1734,4.95725E-06
IV,YOR056C,NOB1,1.28986,3.53423E-11,1.49577,6.10198E-24,1.01455,0.78437,-1.24521,1.17209E-16,1.17983,0.00035,1.22932,6.3181E-06,1.08589,0.1108,1.0729,0.16366,-1.62949,3.26923E-33,-2.49179,1.91231E-34,1.25857,8.34003E-12,-1.21183,9.14217E-07,1.19657,2.18782E-09,1.35458,1.75702E-19
IV,YMR239C,RNT1,1.27955,0.00114,1.55942,3.02727E-06,-1.21562,0.00778,-2.19871,1.67431E-20,1.11949,0.32628,1.14981,0.03747,-1.06039,0.43975,-1.4348,0.00004,-2.26201,5.98603E-17,-3.2572,5.97912E-32,1.28879,1.46203E-08,-1.31615,8.3984E-11,1.26207,9.10373E-15,1.35483,2.31552E-13
