"","ORF","OEgenename","metal","zscore_OEmetallomics"
"605","YCR081C-A","YCR081C-A","As",-0.393493845
"606","YCR082W","AHC2","As",-0.950371254
"607","YCR083W","TRX3","As",-1.184867365
"608","YCR084C","TUP1","As",-0.733028225
"609","YCR086W","CSM1","As",0.285222905
"610","YCR087C-A","YCR087C-A","As",1.607884483
"611","YCR087W","YCR087W","As",0.14789079
"612","YCR088W","ABP1","As",-0.61998559
"613","YCR089W","FIG2","As",0.209279813
"614","YCR090C","YCR090C","As",-2.162120482
"615","YCR091W","KIN82","As",-0.170905491
"616","YCR092C","MSH3","As",1.141004448
"617","YCR093W","CDC39","As",0.592451835
"618","YCR094W","CDC50","As",0.84601478
"619","YCR095C","OCA4","As",0.031434191
"620","YCR096C","HMRA2","As",0.332861679
"621","YCR097W","HMRA1","As",-0.260581912
"622","YCR097W-A","YCR097W-A","As",2.211551748
"623","YCR098C","GIT1","As",2.842096535
"624","YCR099C","YCR099C","As",0.639771014
"625","YCR100C","YCR100C","As",-0.182588344
"626","YCR101C","YCR101C","As",0.610115624
"627","YCR102C","YCR102C","As",-0.350867084
"628","YCR102W-A","YCR102W-A","As",-0.474651111
"629","YCR105W","ADH7","As",-0.081048197
"630","YCR106W","RDS1","As",-0.57223174
"631","YCR107W","AAD3","As",-1.009921352
"632","YDL001W","RMD1","As",-0.293760549
"633","YDL002C","NHP10","As",-1.04620008
"634","YDL003W","MCD1","As",0.140436124
"635","YDL004W","ATP16","As",-0.509235081
"636","YDL005C","MED2","As",-0.066197269
"637","YDL006W","PTC1","As",1.080896726
"638","YDL007W","RPT2","As",-0.951483702
"639","YDL008W","APC11","As",1.454511526
"640","YDL009C","YDL009C","As",-0.8870964
"641","YDL010W","GRX6","As",-0.084485868
"642","YDL011C","YDL011C","As",1.470820539
"643","YDL012C","YDL012C","As",1.181036785
"644","YDL013W","SLX5","As",-0.51596075
"645","YDL014W","NOP1","As",0.497514353
"646","YDL015C","TSC13","As",0.166204112
"647","YDL016C","YDL016C","As",0.298080639
"648","YDL017W","CDC7","As",-0.164945201
"649","YDL018C","ERP3","As",0.915030981
"650","YDL019C","OSH2","As",-0.4727732
"651","YDL020C","RPN4","As",0.518460517
"652","YDL021W","GPM2","As",0.502890405
"653","YDL022W","GPD1","As",0.105367277
"654","YDL023C","YDL023C","As",-0.77048821
"655","YDL024C","DIA3","As",0.080430125
"656","YDL025C","RTK1","As",-0.19849613
"657","YDL025W-A","YDL025W-A","As",0.634210978
"658","YDL026W","YDL026W","As",-0.015834393
"659","YDL027C","MRX9","As",-0.702716395
"660","YDL028C","MPS1","As",-1.187805392
"661","YDL029W","ARP2","As",0.995917942
"662","YDL030W","PRP9","As",-0.03571196
"663","YDL031W","DBP10","As",-0.928641501
"664","YDL032W","YDL032W","As",0.05382095
"665","YDL033C","SLM3","As",-1.272497896
"666","YDL034W","YDL034W","As",0.385766807
"667","YDL035C","GPR1","As",0.46779712
"668","YDL036C","PUS9","As",0.179830191
"669","YDL037C","BSC1","As",0.07403128
"670","YDL039C","PRM7","As",0.019019931
"671","YDL040C","NAT1","As",2.453482559
"672","YDL041W","YDL041W","As",0.634210828
"673","YDL042C","SIR2","As",0.939236218
"674","YDL043C","PRP11","As",0.09764028
"675","YDL044C","MTF2","As",0.566248402
"676","YDL045C","FAD1","As",-0.048802432
"677","YDL045W-A","MRP10","As",1.604194949
"678","YDL046W","NPC2","As",0.535301136
"679","YDL047W","SIT4","As",-0.284061427
"680","YDL048C","STP4","As",-0.063690756
"681","YDL049C","KNH1","As",0.345870759
"682","YDL050C","YDL050C","As",-0.540293076
"683","YDL051W","LHP1","As",-0.109678762
"684","YDL052C","SLC1","As",2.42e-15
"685","YDL053C","PBP4","As",-0.426693174
"686","YDL055C","PSA1","As",-2.022495838
"687","YDL056W","MBP1","As",0.760334384
"688","YDL057W","YDL057W","As",0.138227528
"689","YDL058W","USO1","As",-0.495078227
"690","YDL059C","RAD59","As",-0.233925926
"691","YDL060W","TSR1","As",-0.10735376
"692","YDL061C","RPS29B","As",-0.363861579
"693","YDL062W","YDL062W","As",0.080809935
"694","YDL063C","SYO1","As",0.409756039
"695","YDL064W","UBC9","As",0.427214313
"696","YDL066W","IDP1","As",-0.260599754
"697","YDL067C","COX9","As",-0.308189666
"698","YDL068W","YDL068W","As",-0.304894893
"699","YDL069C","CBS1","As",1.059192444
"700","YDL070W","BDF2","As",0.109877544
"701","YDL071C","YDL071C","As",-1.210800405
"702","YDL072C","YET3","As",0.331208547
"703","YDL073W","YDL073W","As",-0.698629975
"704","YDL074C","BRE1","As",-0.440152735
"705","YDL075W","RPL31A","As",0.978543206
"706","YDL076C","RXT3","As",-0.007514788
"707","YDL077C","VAM6","As",-0.444589132
"708","YDL079C","MRK1","As",-0.798223372
"709","YDL080C","THI3","As",-0.902526972
"710","YDL081C","RPP1A","As",0.17938106
"711","YDL082W","RPL13A","As",-0.026643224
"712","YDL083C","RPS16B","As",0.95811019
"713","YDL084W","SUB2","As",-0.815948035
"714","YDL085C-A","YDL085C-A","As",-1.060464074
"715","YDL085W","NDE2","As",0.170061789
"716","YDL086C-A","YDL086C-A","As",-1.49640431
"717","YDL087C","LUC7","As",0.339362433
"718","YDL088C","ASM4","As",-0.023569611
"719","YDL089W","NUR1","As",0.425502103
"720","YDL090C","RAM1","As",1.503817052
"721","YDL091C","UBX3","As",-0.052893063
"722","YDL092W","SRP14","As",-0.244266713
"723","YDL093W","PMT5","As",0.573910722
"724","YDL094C","YDL094C","As",0.890388575
"725","YDL095W","PMT1","As",-0.055268186
"726","YDL096C","OPI6","As",0.127757234
"727","YDL097C","RPN6","As",-0.689723565
"728","YDL098C","SNU23","As",0.610106209
"729","YDL099W","BUG1","As",1.389767063
"730","YDL100C","GET3","As",-0.931313076
"731","YDL101C","DUN1","As",-0.607112943
"732","YDL103C","QRI1","As",-0.290291755
"733","YDL105W","NSE4","As",-1.548984157
"734","YDL106C","PHO2","As",0.189500597
"735","YDL107W","MSS2","As",-1.133088166
"736","YDL108W","KIN28","As",-0.44836921
"737","YDL109C","YDL109C","As",0.805066091
"738","YDL110C","TMA17","As",1.209782498
"739","YDL111C","RRP42","As",-0.395980979
"740","YDL112W","TRM3","As",0.664227577
"741","YDL113C","ATG20","As",-1.304317501
"742","YDL114W","YDL114W","As",0.159755605
"743","YDL114W-A","YDL114W-A","As",0.329960435
"744","YDL115C","IWR1","As",-0.281369995
"745","YDL116W","NUP84","As",0.701425571
"746","YDL117W","CYK3","As",-0.312334919
"747","YDL118W","YDL118W","As",-1.463909963
"748","YDL119C","HEM25","As",0.116787769
"749","YDL120W","YFH1","As",0.182176945
"750","YDL122W","UBP1","As",-0.356048954
"751","YDL123W","SNA4","As",0.726929448
"752","YDL124W","YDL124W","As",-0.187017043
"753","YDL125C","HNT1","As",1.212761052
"754","YDL126C","CDC48","As",-0.33272971
"755","YDL128W","VCX1","As",1.136057522
"756","YDL129W","YDL129W","As",1.118604722
"757","YDL130W-A","STF1","As",-2.248628622
"758","YDL131W","LYS21","As",0.165148686
"759","YDL132W","CDC53","As",-0.290384311
"760","YDL133C-A","RPL41B","As",-0.966163716
"761","YDL133W","SRF1","As",0.755152212
"762","YDL134C","PPH21","As",2.264704258
"763","YDL135C","RDI1","As",0.58548719
"764","YDL136W","RPL35B","As",-1.00920916
"765","YDL137W","ARF2","As",-1.071172365
"766","YDL138W","RGT2","As",0.806618514
"767","YDL139C","SCM3","As",0.464918103
"768","YDL140C","RPO21","As",-0.313805585
"769","YDL141W","BPL1","As",1.33741041
"770","YDL142C","CRD1","As",-1.039762675
"771","YDL144C","YDL144C","As",-1.25186492
"772","YDL145C","COP1","As",-0.126104363
"773","YDL146W","LDB17","As",-0.586061185
"774","YDL147W","RPN5","As",0.18824352
"775","YDL148C","NOP14","As",0.640558559
"776","YDL149W","ATG9","As",-0.501614909
"777","YDL150W","RPC53","As",0.446092926
"778","YDL151C","BUD30","As",-0.05415184
"779","YDL152W","YDL152W","As",0.394481339
"780","YDL153C","SAS10","As",-0.209070949
"781","YDL154W","MSH5","As",-0.869023447
"782","YDL155W","CLB3","As",0.295787544
"783","YDL156W","CMR1","As",1.381072814
"784","YDL157C","YDL157C","As",0.095502483
"785","YDL158C","YDL158C","As",0.833143468
"786","YDL159C-B","YDL159C-B","As",0.394722518
"787","YDL159W","STE7","As",0.403269426
"788","YDL159W-A","YDL159W-A","As",-0.517871416
"789","YDL160C","DHH1","As",-0.525848921
"790","YDL161W","ENT1","As",0.673028329
"791","YDL163W","YDL163W","As",0.471837695
"792","YDL164C","CDC9","As",-0.274403133
"793","YDL165W","CDC36","As",-0.047805788
"794","YDL166C","FAP7","As",-1.033478825
"795","YDL167C","NRP1","As",0.454754984
"796","YDL168W","SFA1","As",0.711145907
"797","YDL169C","UGX2","As",-1.673340697
"798","YDL170W","UGA3","As",0.841761237
"799","YDL172C","YDL172C","As",2.720872181
"800","YDL173W","PAR32","As",-0.618832101
"801","YDL175C","AIR2","As",-0.547747902
"802","YDL176W","YDL176W","As",-1.440800714
"803","YDL177C","YDL177C","As",-1.258793445
"804","YDL179W","PCL9","As",0.055977274
"805","YDL180W","YDL180W","As",-0.378248141
"806","YDL181W","INH1","As",0.035739891
"807","YDL182W","LYS20","As",-0.06193616
"808","YDL183C","YDL183C","As",-0.313551455
"809","YDL184C","RPL41A","As",1.202029372
"810","YDL185C-A","YDL185C-A","As",-1.234965869
"811","YDL185W","VMA1","As",0.251838262
"812","YDL186W","YDL186W","As",-0.350926423
"813","YDL187C","YDL187C","As",-0.060489012
"814","YDL188C","PPH22","As",-1.108006599
"815","YDL189W","RBS1","As",-0.35567868
"816","YDL190C","UFD2","As",-0.763522852
"817","YDL191W","RPL35A","As",-0.298460446
"818","YDL192W","ARF1","As",-0.068251475
"819","YDL193W","NUS1","As",0.48284675
"820","YDL194W","SNF3","As",0.060236475
"821","YDL195W","SEC31","As",-1.705322777
"822","YDL196W","YDL196W","As",-0.376387732
"823","YDL197C","ASF2","As",-0.140495273
"824","YDL198C","GGC1","As",0.480634106
"825","YDL199C","YDL199C","As",-0.268214267
"826","YDL200C","MGT1","As",-0.443521534
"827","YDL201W","TRM8","As",-1.250235217
"828","YDL202W","MRPL11","As",-0.512248827
"829","YDL204W","RTN2","As",0.20452945
"830","YDL205C","HEM3","As",1.303914208
"831","YDL206W","YDL206W","As",-1.147369839
"832","YDL207W","GLE1","As",0.02602097
"833","YDL208W","NHP2","As",0.099822707
"834","YDL209C","CWC2","As",-0.163728204
"835","YDL210W","UGA4","As",-0.671888707
"836","YDL211C","YDL211C","As",0.106266397
"837","YDL212W","SHR3","As",2.005589152
"838","YDL214C","PRR2","As",-0.066969693
"839","YDL215C","GDH2","As",-2.490111692
"840","YDL216C","RRI1","As",0.675345049
"841","YDL217C","TIM22","As",-1.362537637
"842","YDL218W","YDL218W","As",0.444320888
"843","YDL219W","DTD1","As",0.955313307
"844","YDL220C","CDC13","As",0.128327182
"845","YDL221W","YDL221W","As",0.383422902
"846","YDL222C","FMP45","As",-0.490076237
"847","YDL223C","HBT1","As",0.641655476
"848","YDL224C","WHI4","As",-1.844688737
"849","YDL225W","SHS1","As",0.564253192
"850","YDL226C","GCS1","As",0.066204251
"851","YDL228C","YDL228C","As",-0.732522569
"852","YDL230W","PTP1","As",1.749974925
"853","YDL231C","BRE4","As",-0.375801056
"854","YDL232W","OST4","As",0.222961664
"855","YDL233W","MFG1","As",-0.710644518
"856","YDL234C","GYP7","As",-1.634304725
"857","YDL235C","YPD1","As",2.336027636
"858","YDL236W","PHO13","As",1.315050067
"859","YDL238C","GUD1","As",0.279370873
"860","YDL239C","ADY3","As",0.630468123
"861","YDL240C-A","YDL240C-A","As",-0.292808506
"862","YDL240W","LRG1","As",-0.317482426
"863","YDL241W","YDL241W","As",1.035363964
"864","YDL242W","YDL242W","As",0.046560366
"865","YDL243C","AAD4","As",-1.355210133
"866","YDL247W-A","YDL247W-A","As",-0.013465378
"867","YDL248W","COS7","As",0.091438462
"868","YDR001C","NTH1","As",-0.076099878
"869","YDR002W","YRB1","As",0.738504314
"870","YDR003W","RCR2","As",-0.054670481
"871","YDR004W","RAD57","As",1.067669633
"872","YDR005C","MAF1","As",-0.581415142
"873","YDR006C","SOK1","As",2.711559587
"874","YDR007W","TRP1","As",0.434842316
"875","YDR008C","YDR008C","As",0.716285569
"876","YDR009W","GAL3","As",0.346520268
"877","YDR010C","YDR010C","As",-0.550874733
"878","YDR012W","RPL4B","As",-1.339791181
"879","YDR013W","PSF1","As",0.076964107
"880","YDR014W","RAD61","As",0.07635293
"881","YDR016C","DAD1","As",-0.481457566
"882","YDR017C","KCS1","As",0.653037518
"883","YDR018C","YDR018C","As",-1.024482825
"884","YDR019C","GCV1","As",0.702845541
"885","YDR020C","DAS2","As",-0.752548515
"886","YDR021W","FAL1","As",-0.095323852
"887","YDR022C","ATG31","As",0.147809384
"888","YDR023W","SES1","As",-0.313671995
"889","YDR024W","FYV1","As",-0.876348338
"890","YDR025W","RPS11A","As",0.555741689
"891","YDR026C","NSI1","As",-1.727908439
"892","YDR027C","VPS54","As",0.601289659
"893","YDR028C","REG1","As",1.259218624
"894","YDR029W","YDR029W","As",-0.659343502
"895","YDR030C","RAD28","As",-1.445142764
"896","YDR032C","PST2","As",0.005652131
"897","YDR033W","MRH1","As",-0.790521655
"898","YDR034C","LYS14","As",0.234128647
"899","YDR034C-A","YDR034C-A","As",-0.68811646
"900","YDR034W-B","YDR034W-B","As",-0.591581735
"901","YDR035W","ARO3","As",-0.260902263
"902","YDR036C","EHD3","As",-0.132582393
"903","YDR037W","KRS1","As",-1.386733536
"904","YDR038C","ENA5","As",-0.450550167
"905","YDR040C","ENA1","As",0.32014426
"906","YDR041W","RSM10","As",-1.160301806
"907","YDR042C","YDR042C","As",-0.613981377
"908","YDR043C","NRG1","As",0.123932834
"909","YDR044W","HEM13","As",-0.990756088
"910","YDR045C","RPC11","As",-1.485798132
"911","YDR046C","BAP3","As",1.074146216
"912","YDR047W","HEM12","As",-0.121871342
"913","YDR048C","YDR048C","As",-1.062379575
"914","YDR049W","VMS1","As",0.327724898
"915","YDR050C","TPI1","As",-3.011040387
"916","YDR051C","DET1","As",-0.896610017
"917","YDR052C","DBF4","As",0.114488889
"918","YDR053W","YDR053W","As",-0.427299557
"919","YDR054C","CDC34","As",0.061952167
"920","YDR055W","PST1","As",-0.417593539
"921","YDR056C","EMC10","As",-0.456320667
"922","YDR057W","YOS9","As",0.035238101
"923","YDR058C","TGL2","As",-1.507145159
"924","YDR059C","UBC5","As",-0.074762269
"925","YDR060W","MAK21","As",-1.000151995
"926","YDR062W","LCB2","As",0.36131909
"927","YDR063W","AIM7","As",0.151243813
"928","YDR064W","RPS13","As",0.728714246
"929","YDR065W","RRG1","As",0.388745246
"930","YDR066C","RTR2","As",0.254956076
"931","YDR067C","OCA6","As",-0.414570822
"932","YDR068W","DOS2","As",0.522263778
"933","YDR069C","DOA4","As",-0.230542164
"934","YDR070C","FMP16","As",0.291532694
"935","YDR071C","PAA1","As",0.753446046
"936","YDR072C","IPT1","As",-0.187153212
"937","YDR073W","SNF11","As",-1.256560381
"938","YDR074W","TPS2","As",0.615089224
"939","YDR075W","PPH3","As",1.025695506
"940","YDR076W","RAD55","As",0.215571837
"941","YDR077W","SED1","As",-0.26940066
"942","YDR078C","SHU2","As",0.445373147
"943","YDR079C-A","TFB5","As",-0.483693357
"944","YDR080W","VPS41","As",0.177037213
"945","YDR081C","PDC2","As",-0.558795466
"946","YDR082W","STN1","As",-0.19772234
"947","YDR083W","RRP8","As",-2.11508045
"948","YDR084C","TVP23","As",-2.500435054
"949","YDR085C","AFR1","As",-0.428135781
"950","YDR086C","SSS1","As",-0.910615229
"951","YDR087C","RRP1","As",0.030729183
"952","YDR088C","SLU7","As",-0.676804082
"953","YDR089W","VTC5","As",0.171311807
"954","YDR090C","YDR090C","As",-0.936678288
"955","YDR091C","RLI1","As",-0.273710651
"956","YDR092W","UBC13","As",-1.617757317
"957","YDR094W","YDR094W","As",0.222576086
"958","YDR095C","YDR095C","As",0.218410501
"959","YDR096W","GIS1","As",-3.253746628
"960","YDR097C","MSH6","As",1.688009065
"961","YDR098C","GRX3","As",0.860201486
"962","YDR099W","BMH2","As",-0.208249061
"963","YDR100W","TVP15","As",-0.574246778
"964","YDR101C","ARX1","As",-1.074853737
"965","YDR102C","YDR102C","As",0.631011412
"966","YDR103W","STE5","As",1.223984448
"967","YDR105C","TMS1","As",0.110399221
"968","YDR106W","ARP10","As",0.456664439
"969","YDR107C","TMN2","As",0.027039637
"970","YDR108W","TRS85","As",-0.458271748
"971","YDR109C","YDR109C","As",-1.233825597
"972","YDR110W","FOB1","As",0.161740364
"973","YDR111C","ALT2","As",0.769078245
"974","YDR112W","IRC2","As",-1.10826987
"975","YDR113C","PDS1","As",0.265767092
"976","YDR114C","YDR114C","As",0.473791388
"977","YDR115W","YDR115W","As",0.220764034
"978","YDR116C","MRPL1","As",-0.099695937
"979","YDR117C","TMA64","As",0.635357406
"980","YDR118W","APC4","As",0.065680237
"981","YDR120C","TRM1","As",-1.42604144
"982","YDR121W","DPB4","As",0.784174749
"983","YDR122W","KIN1","As",0.024108135
"984","YDR123C","INO2","As",0.348543031
"985","YDR124W","YDR124W","As",-0.032891773
"986","YDR125C","ECM18","As",-0.028176683
"987","YDR126W","SWF1","As",-0.564405121
"988","YDR127W","ARO1","As",1.121924318
"989","YDR128W","MTC5","As",1.113816173
"990","YDR130C","FIN1","As",-0.179570329
"991","YDR131C","YDR131C","As",0.312990652
"992","YDR132C","YDR132C","As",-0.512530865
"993","YDR133C","YDR133C","As",-0.61685313
"994","YDR134C","CCW22","As",0.28591666
"995","YDR135C","YCF1","As",-1.555028239
"996","YDR136C","VPS61","As",-0.59773276
"997","YDR137W","RGP1","As",1.163933583
"998","YDR138W","HPR1","As",0.064098475
"999","YDR139C","RUB1","As",0.901914381
"1000","YDR140W","MTQ2","As",1.584131209
"1001","YDR141C","DOP1","As",1.188796356
"1002","YDR142C","PEX7","As",-0.445159998
"1003","YDR143C","SAN1","As",-0.651705238
"1004","YDR144C","MKC7","As",-0.843823857
"1005","YDR145W","TAF12","As",-1.222954192
"1006","YDR146C","SWI5","As",0.034284634
"1007","YDR147W","EKI1","As",-0.01310752
"1008","YDR148C","KGD2","As",0.02141901
"1009","YDR149C","YDR149C","As",-2.02583376
"1010","YDR150W","NUM1","As",0.472672703
"1011","YDR151C","CTH1","As",0.573423064
"1012","YDR152W","GIR2","As",0.93641389
"1013","YDR153C","ENT5","As",0.660582886
"1014","YDR154C","YDR154C","As",0.378622441
"1015","YDR155C","CPR1","As",-0.816293448
"1016","YDR156W","RPA14","As",0.281095737
"1017","YDR157W","YDR157W","As",-0.163303298
"1018","YDR158W","HOM2","As",0.11416288
"1019","YDR159W","SAC3","As",0.153145452
"1020","YDR160W","SSY1","As",-1.421991675
"1021","YDR161W","ACL4","As",-0.557606681
"1022","YDR162C","NBP2","As",-0.423194312
"1023","YDR163W","CWC15","As",-0.188540906
"1024","YDR164C","SEC1","As",0.610313244
"1025","YDR165W","TRM82","As",-0.726585417
"1026","YDR166C","SEC5","As",-0.933028352
"1027","YDR167W","TAF10","As",0.073891621
"1028","YDR168W","CDC37","As",0.004210127
"1029","YDR169C","STB3","As",0.408910071
"1030","YDR170C","SEC7","As",-0.162588189
"1031","YDR171W","HSP42","As",0.57712155
"1032","YDR172W","SUP35","As",-0.025156745
"1033","YDR173C","ARG82","As",-6.495031934
"1034","YDR174W","HMO1","As",-0.140809101
"1035","YDR175C","RSM24","As",1.026065205
"1036","YDR176W","NGG1","As",0.204192325
"1037","YDR177W","UBC1","As",-0.450785472
"1038","YDR178W","SDH4","As",-0.885756826
"1039","YDR179C","CSN9","As",0.287539221
"1040","YDR179W-A","YDR179W-A","As",0.047735159
"1041","YDR181C","SAS4","As",0.056946805
"1042","YDR182W","CDC1","As",-0.105388252
"1043","YDR184C","ATC1","As",-0.119991672
"1044","YDR185C","UPS3","As",-0.327176798
"1045","YDR186C","SND1","As",-0.315039114
"1046","YDR187C","YDR187C","As",1.162102335
"1047","YDR188W","CCT6","As",-0.763435944
"1048","YDR189W","SLY1","As",0.919114446
"1049","YDR191W","HST4","As",-0.303795785
"1050","YDR192C","NUP42","As",0.298255891
"1051","YDR193W","YDR193W","As",-0.814909345
"1052","YDR194C","MSS116","As",-0.653034663
"1053","YDR195W","REF2","As",-3.194661653
"1054","YDR196C","CAB5","As",0.8374157
"1055","YDR197W","CBS2","As",0.468368434
"1056","YDR198C","RKM2","As",0.706084774
"1057","YDR199W","YDR199W","As",0.634757433
"1058","YDR200C","VPS64","As",0.811671261
"1059","YDR201W","SPC19","As",-0.606199899
"1060","YDR202C","RAV2","As",0.416260028
"1061","YDR203W","YDR203W","As",-0.742558092
"1062","YDR204W","COQ4","As",-0.610623985
"1063","YDR205W","MSC2","As",0.025658854
"1064","YDR206W","EBS1","As",-1.382133445
"1065","YDR207C","UME6","As",-1.087375622
"1066","YDR208W","MSS4","As",1.112782077
"1067","YDR209C","YDR209C","As",0.451231831
"1068","YDR210W","YDR210W","As",0.024262744
"1069","YDR211W","GCD6","As",0.368244553
"1070","YDR212W","TCP1","As",0.948226766
"1071","YDR214W","AHA1","As",-0.174357464
"1072","YDR216W","ADR1","As",1.352381201
"1073","YDR217C","RAD9","As",-0.196395149
"1074","YDR218C","SPR28","As",0.199175676
"1075","YDR219C","MFB1","As",0.010531663
"1076","YDR220C","YDR220C","As",0.059549588
"1077","YDR221W","GTB1","As",-2.881087382
"1078","YDR222W","YDR222W","As",1.122475289
"1079","YDR223W","CRF1","As",-1.15915709
"1080","YDR224C","HTB1","As",0.41104044
"1081","YDR225W","HTA1","As",1.030791323
"1082","YDR226W","ADK1","As",0.262624378
"1083","YDR227W","SIR4","As",-0.254929936
"1084","YDR228C","PCF11","As",-1.019224148
"1085","YDR229W","IVY1","As",0.108463757
"1086","YDR230W","YDR230W","As",-0.686472624
