"","ORF","OEgenename","metal","zscore_OEmetallomics"
"39572","YPL018W","CTF19","Fe",-0.596023735
"39573","YPL019C","VTC3","Fe",-0.18519294
"39574","YPL020C","ULP1","Fe",-0.176659902
"39575","YPL021W","ECM23","Fe",-0.056934562
"39576","YPL022W","RAD1","Fe",-0.312790305
"39577","YPL023C","MET12","Fe",0.643947234
"39578","YPL024W","RMI1","Fe",0.72313895
"39579","YPL026C","SKS1","Fe",-1.070579007
"39580","YPL027W","SMA1","Fe",0.306056996
"39581","YPL028W","ERG10","Fe",0.119532853
"39582","YPL029W","SUV3","Fe",-0.549447711
"39583","YPL030W","TRM44","Fe",0.336197842
"39584","YPL031C","PHO85","Fe",1.76261967
"39585","YPL033C","SRL4","Fe",-0.109414541
"39586","YPL034W","YPL034W","Fe",-0.539223208
"39587","YPL035C","YPL035C","Fe",-0.513594612
"39588","YPL037C","EGD1","Fe",1.115616811
"39589","YPL038W","MET31","Fe",0.717347655
"39590","YPL040C","ISM1","Fe",-0.258780372
"39591","YPL041C","MRX11","Fe",-0.176399238
"39592","YPL042C","SSN3","Fe",0.66811131
"39593","YPL044C","YPL044C","Fe",0.27577403
"39594","YPL045W","VPS16","Fe",0.023901658
"39595","YPL046C","ELC1","Fe",-0.309131805
"39596","YPL047W","SGF11","Fe",-0.018032735
"39597","YPL048W","CAM1","Fe",-0.309310722
"39598","YPL049C","DIG1","Fe",0.924040219
"39599","YPL050C","MNN9","Fe",-0.001852842
"39600","YPL051W","ARL3","Fe",0.383946693
"39601","YPL052W","OAZ1","Fe",-0.10885267
"39602","YPL053C","KTR6","Fe",0.473689042
"39603","YPL054W","LEE1","Fe",-0.611622352
"39604","YPL055C","LGE1","Fe",-0.443704654
"39605","YPL056C","LCL1","Fe",0.297978874
"39606","YPL057C","SUR1","Fe",0.611022143
"39607","YPL059W","GRX5","Fe",0.623101677
"39608","YPL060W","MFM1","Fe",0.332208607
"39609","YPL061W","ALD6","Fe",-0.534030745
"39610","YPL062W","YPL062W","Fe",0.017594919
"39611","YPL063W","TIM50","Fe",0.821339925
"39612","YPL064C","CWC27","Fe",0.575660817
"39613","YPL065W","VPS28","Fe",0.698707174
"39614","YPL066W","RGL1","Fe",-0.074951045
"39615","YPL067C","YPL067C","Fe",0.063104408
"39616","YPL068C","YPL068C","Fe",0.111902076
"39617","YPL069C","BTS1","Fe",0.454481152
"39618","YPL070W","MUK1","Fe",0.330837468
"39619","YPL071C","YPL071C","Fe",0.77310386
"39620","YPL072W","UBP16","Fe",0.088405232
"39621","YPL073C","YPL073C","Fe",-0.060203182
"39622","YPL074W","YTA6","Fe",-0.187511282
"39623","YPL076W","GPI2","Fe",0.233342656
"39624","YPL077C","YPL077C","Fe",-0.173619413
"39625","YPL078C","ATP4","Fe",-0.345015338
"39626","YPL079W","RPL21B","Fe",0.367519362
"39627","YPL080C","YPL080C","Fe",0.3050913
"39628","YPL081W","RPS9A","Fe",0.947185168
"39629","YPL083C","SEN54","Fe",0.529720495
"39630","YPL084W","BRO1","Fe",-0.352520769
"39631","YPL085W","SEC16","Fe",0.095419905
"39632","YPL086C","ELP3","Fe",0.690942093
"39633","YPL087W","YDC1","Fe",0.32055461
"39634","YPL088W","AAD16","Fe",1.392817666
"39635","YPL089C","RLM1","Fe",3.05920443
"39636","YPL090C","RPS6A","Fe",-0.069275731
"39637","YPL091W","GLR1","Fe",-0.216203728
"39638","YPL092W","SSU1","Fe",0.034088978
"39639","YPL093W","NOG1","Fe",0.866980227
"39640","YPL094C","SEC62","Fe",1.1333428
"39641","YPL095C","EEB1","Fe",0.540093496
"39642","YPL096W","PNG1","Fe",0.216291452
"39643","YPL097W","MSY1","Fe",-0.24270772
"39644","YPL098C","MGR2","Fe",0.01314613
"39645","YPL099C","INA17","Fe",-1.163941371
"39646","YPL100W","ATG21","Fe",0.482924019
"39647","YPL101W","ELP4","Fe",-0.550521388
"39648","YPL102C","YPL102C","Fe",-0.700003099
"39649","YPL103C","FMP30","Fe",0.865356484
"39650","YPL104W","MSD1","Fe",-0.064989957
"39651","YPL105C","SYH1","Fe",1.647843556
"39652","YPL106C","SSE1","Fe",-0.484810144
"39653","YPL107W","YPL107W","Fe",-0.395579734
"39654","YPL108W","YPL108W","Fe",-0.041336631
"39655","YPL109C","YPL109C","Fe",0.108689834
"39656","YPL110C","GDE1","Fe",-0.678036123
"39657","YPL111W","CAR1","Fe",0.277096767
"39658","YPL112C","PEX25","Fe",0.311523466
"39659","YPL113C","YPL113C","Fe",-0.235502679
"39660","YPL114W","YPL114W","Fe",0.092335313
"39661","YPL115C","BEM3","Fe",-1.100042947
"39662","YPL116W","HOS3","Fe",0.268412923
"39663","YPL117C","IDI1","Fe",-0.466124108
"39664","YPL118W","MRP51","Fe",0.485223032
"39665","YPL119C","DBP1","Fe",-0.286905316
"39666","YPL120W","VPS30","Fe",-0.617447769
"39667","YPL121C","MEI5","Fe",1.031839995
"39668","YPL122C","TFB2","Fe",0.416209334
"39669","YPL123C","RNY1","Fe",0.139431913
"39670","YPL124W","SPC29","Fe",0.192451821
"39671","YPL125W","KAP120","Fe",-0.287212468
"39672","YPL126W","NAN1","Fe",-0.079371892
"39673","YPL127C","HHO1","Fe",-0.24760479
"39674","YPL128C","TBF1","Fe",2.569678678
"39675","YPL129W","TAF14","Fe",-0.401910115
"39676","YPL130W","SPO19","Fe",-0.615013083
"39677","YPL131W","RPL5","Fe",-0.289231951
"39678","YPL132W","COX11","Fe",-0.544865488
"39679","YPL133C","RDS2","Fe",1.169234734
"39680","YPL134C","ODC1","Fe",-0.175524903
"39681","YPL135C-A","YPL135C-A","Fe",-0.720354759
"39682","YPL135W","ISU1","Fe",-0.198269803
"39683","YPL136W","YPL136W","Fe",0.79159958
"39684","YPL137C","GIP3","Fe",0.051164386
"39685","YPL138C","SPP1","Fe",-0.771324945
"39686","YPL139C","UME1","Fe",0.047467555
"39687","YPL140C","MKK2","Fe",-0.071752699
"39688","YPL141C","FRK1","Fe",0.215619541
"39689","YPL142C","YPL142C","Fe",-0.370476523
"39690","YPL143W","RPL33A","Fe",0.098415822
"39691","YPL144W","POC4","Fe",0.075024841
"39692","YPL145C","KES1","Fe",-0.933337654
"39693","YPL146C","NOP53","Fe",0.93511704
"39694","YPL147W","PXA1","Fe",-0.166384862
"39695","YPL148C","PPT2","Fe",-0.515144067
"39696","YPL149W","ATG5","Fe",1.995587219
"39697","YPL150W","YPL150W","Fe",-0.348563558
"39698","YPL151C","PRP46","Fe",4.676039324
"39699","YPL152W","RRD2","Fe",0.568301115
"39700","YPL152W-A","YPL152W-A","Fe",0.563081473
"39701","YPL154C","PEP4","Fe",0.785356421
"39702","YPL155C","KIP2","Fe",0.726116955
"39703","YPL156C","PRM4","Fe",0.711571163
"39704","YPL157W","TGS1","Fe",-0.465970515
"39705","YPL158C","AIM44","Fe",-0.312667239
"39706","YPL159C","PET20","Fe",-0.04271209
"39707","YPL160W","CDC60","Fe",0.428666128
"39708","YPL161C","BEM4","Fe",1.39412587
"39709","YPL163C","SVS1","Fe",1.340013612
"39710","YPL164C","MLH3","Fe",0.838856383
"39711","YPL165C","SET6","Fe",0.30989236
"39712","YPL166W","ATG29","Fe",0.318958434
"39713","YPL167C","REV3","Fe",1.255372881
"39714","YPL168W","MRX4","Fe",0.506310918
"39715","YPL169C","MEX67","Fe",-0.778699431
"39716","YPL170W","DAP1","Fe",-0.348576274
"39717","YPL171C","OYE3","Fe",1.113462247
"39718","YPL172C","COX10","Fe",-0.420567968
"39719","YPL173W","MRPL40","Fe",0.149545581
"39720","YPL174C","NIP100","Fe",0.237055811
"39721","YPL175W","SPT14","Fe",-0.227741896
"39722","YPL176C","TRE1","Fe",4.01475957
"39723","YPL177C","CUP9","Fe",-0.048087546
"39724","YPL178W","CBC2","Fe",-1.080922049
"39725","YPL179W","PPQ1","Fe",0.235370062
"39726","YPL180W","TCO89","Fe",0.034218599
"39727","YPL181W","CTI6","Fe",3.708370978
"39728","YPL182C","YPL182C","Fe",0.234514523
"39729","YPL183C","RTT10","Fe",-0.130231068
"39730","YPL183W-A","RTC6","Fe",1.06046368
"39731","YPL184C","MRN1","Fe",-0.078494956
"39732","YPL185W","YPL185W","Fe",-0.237851055
"39733","YPL186C","UIP4","Fe",-0.535217969
"39734","YPL188W","POS5","Fe",-0.913927063
"39735","YPL189W","GUP2","Fe",0.125690534
"39736","YPL190C","NAB3","Fe",-0.53451504
"39737","YPL191C","YPL191C","Fe",-1.072113432
"39738","YPL192C","PRM3","Fe",-0.817782691
"39739","YPL193W","RSA1","Fe",-0.566540943
"39740","YPL194W","DDC1","Fe",0.79554859
"39741","YPL195W","APL5","Fe",0.125300381
"39742","YPL196W","OXR1","Fe",0.127569781
"39743","YPL198W","RPL7B","Fe",2.015578394
"39744","YPL199C","YPL199C","Fe",0.285903638
"39745","YPL200W","CSM4","Fe",0.215807144
"39746","YPL201C","YIG1","Fe",0.525679698
"39747","YPL202C","AFT2","Fe",-0.12159927
"39748","YPL203W","TPK2","Fe",2.255197316
"39749","YPL204W","HRR25","Fe",-0.051861333
"39750","YPL205C","YPL205C","Fe",2.263949309
"39751","YPL206C","PGC1","Fe",-0.419630453
"39752","YPL207W","TYW1","Fe",0.705022857
"39753","YPL208W","RKM1","Fe",0.482859713
"39754","YPL209C","IPL1","Fe",-0.467078243
"39755","YPL210C","SRP72","Fe",-0.572866327
"39756","YPL211W","NIP7","Fe",0.648031702
"39757","YPL212C","PUS1","Fe",0.299553903
"39758","YPL213W","LEA1","Fe",0.155876571
"39759","YPL215W","CBP3","Fe",0.14813321
"39760","YPL216W","YPL216W","Fe",-0.084523387
"39761","YPL217C","BMS1","Fe",-0.328137693
"39762","YPL218W","SAR1","Fe",-0.169410643
"39763","YPL219W","PCL8","Fe",-0.408374555
"39764","YPL220W","RPL1A","Fe",0.28064337
"39765","YPL221W","FLC1","Fe",-0.759372914
"39766","YPL222C-A","YPL222C-A","Fe",-0.348048822
"39767","YPL222W","FMP40","Fe",-0.403861939
"39768","YPL223C","GRE1","Fe",0.628026334
"39769","YPL225W","YPL225W","Fe",-0.423196394
"39770","YPL226W","NEW1","Fe",-0.110097964
"39771","YPL227C","ALG5","Fe",-0.050684798
"39772","YPL228W","CET1","Fe",-0.704195397
"39773","YPL229W","YPL229W","Fe",-0.689381521
"39774","YPL230W","USV1","Fe",-0.177437845
"39775","YPL232W","SSO1","Fe",-0.085262805
"39776","YPL233W","NSL1","Fe",1.740069689
"39777","YPL235W","RVB2","Fe",0.713855567
"39778","YPL236C","ENV7","Fe",0.333023504
"39779","YPL237W","SUI3","Fe",0.080511091
"39780","YPL238C","YPL238C","Fe",0.044599745
"39781","YPL239W","YAR1","Fe",-0.002701854
"39782","YPL240C","HSP82","Fe",-1.57e-15
"39783","YPL241C","CIN2","Fe",-0.081354936
"39784","YPL242C","IQG1","Fe",0.089675569
"39785","YPL243W","SRP68","Fe",0.42156437
"39786","YPL244C","HUT1","Fe",1.243375117
"39787","YPL245W","YPL245W","Fe",-0.169389216
"39788","YPL246C","RBD2","Fe",-0.235308433
"39789","YPL247C","YPL247C","Fe",0.664993688
"39790","YPL248C","GAL4","Fe",0.104618559
"39791","YPL249C","GYP5","Fe",0.545986419
"39792","YPL249C-A","RPL36B","Fe",0.153185816
"39793","YPL250C","ATG41","Fe",-0.357455788
"39794","YPL251W","YPL251W","Fe",-0.764551276
"39795","YPL252C","YAH1","Fe",-0.430099999
"39796","YPL253C","VIK1","Fe",-0.13594686
"39797","YPL254W","HFI1","Fe",0.40943758
"39798","YPL255W","BBP1","Fe",-0.231436447
"39799","YPL256C","CLN2","Fe",-0.905900581
"39800","YPL257W","YPL257W","Fe",-0.269303508
"39801","YPL258C","THI21","Fe",-0.382300061
"39802","YPL259C","APM1","Fe",-0.362536516
"39803","YPL260W","CUB1","Fe",-0.261640733
"39804","YPL261C","YPL261C","Fe",0.422051186
"39805","YPL262W","FUM1","Fe",-0.273844123
"39806","YPL263C","KEL3","Fe",-0.199043729
"39807","YPL264C","YPL264C","Fe",-0.125907804
"39808","YPL265W","DIP5","Fe",0.001805772
"39809","YPL266W","DIM1","Fe",0.406564773
"39810","YPL267W","ACM1","Fe",-0.128890582
"39811","YPL268W","PLC1","Fe",0.464340207
"39812","YPL269W","KAR9","Fe",-0.088111727
"39813","YPL270W","MDL2","Fe",0.436583877
"39814","YPL271W","ATP15","Fe",0.29627756
"39815","YPL272C","YPL272C","Fe",0.475066044
"39816","YPL273W","SAM4","Fe",-0.20042877
"39817","YPL275W","FDH2","Fe",-0.361264496
"39818","YPL276W","YPL276W","Fe",0.109015799
"39819","YPL277C","YPL277C","Fe",0.222842126
"39820","YPL278C","YPL278C","Fe",0.543237272
"39821","YPL279C","FEX2","Fe",-0.489856164
"39822","YPL280W","HSP32","Fe",-0.575279608
"39823","YPL281C","ERR2","Fe",-0.707614498
"39824","YPL282C","PAU22","Fe",0.615036386
"39825","YPR001W","CIT3","Fe",0.328532311
"39826","YPR002C-A","YPR002C-A","Fe",-1.017873046
"39827","YPR002W","PDH1","Fe",-0.174363936
"39828","YPR003C","YPR003C","Fe",-0.271050905
"39829","YPR004C","AIM45","Fe",-0.568314167
"39830","YPR005C","HAL1","Fe",-0.456705328
"39831","YPR007C","REC8","Fe",-0.457583297
"39832","YPR008W","HAA1","Fe",-0.42946003
"39833","YPR009W","SUT2","Fe",-0.151592958
"39834","YPR011C","YPR011C","Fe",0.559799097
"39835","YPR012W","YPR012W","Fe",0.03666341
"39836","YPR013C","CMR3","Fe",-0.507770464
"39837","YPR014C","YPR014C","Fe",-0.641476268
"39838","YPR015C","YPR015C","Fe",0.404902068
"39839","YPR016C","TIF6","Fe",-0.847647177
"39840","YPR017C","DSS4","Fe",-0.245247124
"39841","YPR018W","RLF2","Fe",0.07094248
"39842","YPR019W","MCM4","Fe",1.134746403
"39843","YPR020W","ATP20","Fe",-0.01578586
"39844","YPR021C","AGC1","Fe",-0.383275352
"39845","YPR022C","YPR022C","Fe",0.225132683
"39846","YPR024W","YME1","Fe",-0.327766331
"39847","YPR025C","CCL1","Fe",-0.715360044
"39848","YPR026W","ATH1","Fe",1.563198957
"39849","YPR027C","YPR027C","Fe",-0.217785222
"39850","YPR028W","YOP1","Fe",-0.49386148
"39851","YPR029C","APL4","Fe",0.037600754
"39852","YPR031W","NTO1","Fe",0.114627144
"39853","YPR032W","SRO7","Fe",-0.476135833
"39854","YPR033C","HTS1","Fe",0.163360866
"39855","YPR034W","ARP7","Fe",-0.036909342
"39856","YPR036W","VMA13","Fe",1.954159582
"39857","YPR037C","ERV2","Fe",1.165326902
"39858","YPR038W","IRC16","Fe",0.813237049
"39859","YPR040W","TIP41","Fe",0.207887618
"39860","YPR041W","TIF5","Fe",-0.074727429
"39861","YPR043W","RPL43A","Fe",-0.865466724
"39862","YPR044C","OPI11","Fe",-0.197532004
"39863","YPR045C","THP3","Fe",0.5827296
"39864","YPR046W","MCM16","Fe",0.675013607
"39865","YPR047W","MSF1","Fe",0.148309227
"39866","YPR048W","TAH18","Fe",0.262474769
"39867","YPR049C","ATG11","Fe",-0.088670184
"39868","YPR050C","YPR050C","Fe",-0.7443315
"39869","YPR051W","MAK3","Fe",0.303938981
"39870","YPR052C","NHP6A","Fe",0.429837127
"39871","YPR053C","YPR053C","Fe",-0.39067612
"39872","YPR054W","SMK1","Fe",1.027291946
"39873","YPR055W","SEC8","Fe",0.237762103
"39874","YPR056W","TFB4","Fe",-0.458855108
"39875","YPR057W","BRR1","Fe",0.156089292
"39876","YPR058W","YMC1","Fe",-0.045192033
"39877","YPR059C","YPR059C","Fe",-0.080915494
"39878","YPR060C","ARO7","Fe",-0.429751183
"39879","YPR061C","JID1","Fe",2.095215361
"39880","YPR062W","FCY1","Fe",0.225969322
"39881","YPR063C","YPR063C","Fe",0.549992398
"39882","YPR064W","YPR064W","Fe",0.175538943
"39883","YPR065W","ROX1","Fe",-0.62058398
"39884","YPR066W","UBA3","Fe",-0.059780883
"39885","YPR067W","ISA2","Fe",-1.022686655
"39886","YPR068C","HOS1","Fe",-0.261331331
"39887","YPR069C","SPE3","Fe",-1.039359629
"39888","YPR070W","MED1","Fe",0.459952156
"39889","YPR071W","YPR071W","Fe",0.506871018
"39890","YPR072W","NOT5","Fe",-0.064980561
"39891","YPR073C","LTP1","Fe",0.400203337
"39892","YPR074C","TKL1","Fe",-0.115657717
"39893","YPR074W-A","YPR074W-A","Fe",0.133824133
"39894","YPR075C","OPY2","Fe",0.216982883
"39895","YPR076W","YPR076W","Fe",-0.304490805
"39896","YPR077C","YPR077C","Fe",-0.728787717
"39897","YPR078C","YPR078C","Fe",-0.431745333
"39898","YPR079W","MRL1","Fe",0.435100047
"39899","YPR080W","TEF1","Fe",0.635816662
"39900","YPR081C","GRS2","Fe",-0.031806131
"39901","YPR082C","DIB1","Fe",0.269172023
"39902","YPR083W","MDM36","Fe",0.774463556
"39903","YPR084W","YPR084W","Fe",1.132946315
"39904","YPR085C","ASA1","Fe",-0.107738532
"39905","YPR086W","SUA7","Fe",-0.389760049
"39906","YPR087W","VPS69","Fe",2.240038894
"39907","YPR088C","SRP54","Fe",-0.630062269
"39908","YPR090W","YPR090W","Fe",-0.278508804
"39909","YPR091C","NVJ2","Fe",-0.229399978
"39910","YPR092W","YPR092W","Fe",-0.249599756
"39911","YPR093C","ASR1","Fe",-0.293334535
"39912","YPR094W","RDS3","Fe",-0.293614508
"39913","YPR095C","SYT1","Fe",0.336551251
"39914","YPR096C","YPR096C","Fe",0.73330193
"39915","YPR097W","YPR097W","Fe",-0.657515172
"39916","YPR098C","YPR098C","Fe",-0.059498855
"39917","YPR099C","YPR099C","Fe",0.16500152
"39918","YPR100W","MRPL51","Fe",0.935653877
"39919","YPR101W","SNT309","Fe",0.670788658
"39920","YPR102C","RPL11A","Fe",-0.409154593
"39921","YPR103W","PRE2","Fe",1.944153383
"39922","YPR105C","COG4","Fe",0.925715354
"39923","YPR106W","ISR1","Fe",0.451487366
"39924","YPR107C","YTH1","Fe",1.783029887
"39925","YPR108W","RPN7","Fe",0.462524731
"39926","YPR109W","GLD1","Fe",-0.679430881
"39927","YPR110C","RPC40","Fe",-0.284896448
"39928","YPR111W","DBF20","Fe",0.383911781
"39929","YPR112C","MRD1","Fe",-0.59384737
"39930","YPR113W","PIS1","Fe",-1.08335124
"39931","YPR114W","YPR114W","Fe",-0.083418114
"39932","YPR115W","RGC1","Fe",-0.220637295
"39933","YPR116W","RRG8","Fe",0.347859898
"39934","YPR117W","HOB2","Fe",-0.21302255
"39935","YPR118W","MRI1","Fe",-0.54078645
"39936","YPR119W","CLB2","Fe",-0.206541887
"39937","YPR120C","CLB5","Fe",-0.688536797
"39938","YPR121W","THI22","Fe",-0.695695022
"39939","YPR122W","AXL1","Fe",-0.258050909
"39940","YPR123C","YPR123C","Fe",-0.23168757
"39941","YPR124W","CTR1","Fe",-1.012009036
"39942","YPR125W","YLH47","Fe",-0.432018305
"39943","YPR126C","YPR126C","Fe",-0.023719124
"39944","YPR127W","YPR127W","Fe",0.044466891
"39945","YPR128C","ANT1","Fe",-0.141459126
"39946","YPR129W","SCD6","Fe",-0.29289626
"39947","YPR130C","YPR130C","Fe",0.834303795
"39948","YPR131C","NAT3","Fe",0.251081374
"39949","YPR133C","SPN1","Fe",0.333770293
"39950","YPR133W-A","TOM5","Fe",0.247292215
"39951","YPR134W","MSS18","Fe",-0.743854048
"39952","YPR135W","CTF4","Fe",0.102067609
"39953","YPR136C","YPR136C","Fe",0.463829063
"39954","YPR137W","RRP9","Fe",-0.862702606
"39955","YPR138C","MEP3","Fe",-0.806994577
"39956","YPR139C","LOA1","Fe",-0.014314966
"39957","YPR140W","TAZ1","Fe",-0.295873685
"39958","YPR141C","KAR3","Fe",-0.439781353
"39959","YPR142C","YPR142C","Fe",-0.286370993
"39960","YPR143W","RRP15","Fe",0.189300478
"39961","YPR144C","NOC4","Fe",0.215763323
"39962","YPR145W","ASN1","Fe",-0.425235294
"39963","YPR146C","YPR146C","Fe",-0.296887869
"39964","YPR147C","YPR147C","Fe",0.640964609
"39965","YPR148C","YPR148C","Fe",-0.382489755
"39966","YPR149W","NCE102","Fe",-0.437595969
"39967","YPR150W","YPR150W","Fe",-1.116324001
"39968","YPR151C","SUE1","Fe",-1.551112596
"39969","YPR152C","URN1","Fe",0.138314547
"39970","YPR153W","YPR153W","Fe",-0.369432382
"39971","YPR154W","PIN3","Fe",1.409829858
"39972","YPR155C","NCA2","Fe",0.250300231
"39973","YPR156C","TPO3","Fe",0.066133299
"39974","YPR157W","TDA6","Fe",-0.314632585
"39975","YPR158W","CUR1","Fe",-0.738744038
"39976","YPR159C-A","YPR159C-A","Fe",-0.172404015
"39977","YPR159W","KRE6","Fe",0.535252757
"39978","YPR160C-A","YPR160C-A","Fe",-0.637433016
"39979","YPR160W","GPH1","Fe",-0.238038203
"39980","YPR161C","SGV1","Fe",-0.129123172
"39981","YPR162C","ORC4","Fe",0.553031146
"39982","YPR163C","TIF3","Fe",-0.123916789
"39983","YPR164W","MMS1","Fe",-0.186021492
"39984","YPR165W","RHO1","Fe",1.915546334
"39985","YPR166C","MRP2","Fe",0.103844373
"39986","YPR167C","MET16","Fe",-0.096058261
"39987","YPR168W","NUT2","Fe",-0.053084132
"39988","YPR169W","JIP5","Fe",-0.535923299
"39989","YPR170C","YPR170C","Fe",0.141333377
"39990","YPR171W","BSP1","Fe",-0.144464597
"39991","YPR172W","YPR172W","Fe",-1.013626232
"39992","YPR173C","VPS4","Fe",0.083756435
"39993","YPR174C","YPR174C","Fe",0.380211344
"39994","YPR175W","DPB2","Fe",-0.366633064
"39995","YPR176C","BET2","Fe",-0.2808378
"39996","YPR177C","YPR177C","Fe",0.798636421
"39997","YPR178W","PRP4","Fe",-0.663586802
"39998","YPR179C","HDA3","Fe",0.049472297
"39999","YPR180W","AOS1","Fe",-1.021136884
"40000","YPR181C","SEC23","Fe",-0.091708786
"40001","YPR182W","SMX3","Fe",0.052476478
"40002","YPR185W","ATG13","Fe",-0.492177968
"40003","YPR186C","PZF1","Fe",-0.083900283
"40004","YPR187W","RPO26","Fe",-0.442531278
"40005","YPR188C","MLC2","Fe",0.692467334
"40006","YPR189W","SKI3","Fe",0.153577125
"40007","YPR190C","RPC82","Fe",0.728058969
"40008","YPR191W","QCR2","Fe",-0.801363801
"40009","YPR192W","AQY1","Fe",0.783880138
"40010","YPR193C","HPA2","Fe",0.500909117
"40011","YPR194C","OPT2","Fe",0.972199228
"40012","YPR195C","YPR195C","Fe",0.059741886
"40013","YPR196W","YPR196W","Fe",-0.329742551
"40014","YPR197C","YPR197C","Fe",-0.423705483
"40015","YPR198W","SGE1","Fe",-0.93531942
"40016","YPR199C","ARR1","Fe",-1.762733906
"40017","YPR200C","ARR2","Fe",-0.184110372
"40018","YPR201W","ARR3","Fe",0.109626912
"40019","YPR204C-A","YPR204C-A","Fe",-0.511022054
"40020","ART2","ART2","K",1.621187034
"40021","HMLALPHA2","HMLALPHA2","K",-0.91633764
"40022","Q0017","Q0017","K",-0.064100086
"40023","Q0080","ATP8","K",0.084946468
"40024","Q0085","ATP6","K",-1.245180069
"40025","Q0130","OLI1","K",-0.604184851
"40026","Q0142","Q0142","K",-0.186179693
"40027","Q0143","Q0143","K",-0.916606129
"40028","Q0160","SCEI","K",0.378576033
"40029","Q0182","Q0182","K",0.490507107
"40030","Q0250","COX2","K",0.515932409
"40031","Q0275","COX3","K",-0.284495121
"40032","YAL001C","TFC3","K",-0.027853808
"40033","YAL002W","VPS8","K",0.359784628
"40034","YAL004W","YAL004W","K",-1.273574811
"40035","YAL005C","SSA1","K",-0.774726194
"40036","YAL007C","ERP2","K",-0.44439652
"40037","YAL008W","FUN14","K",0.401492048
"40038","YAL009W","SPO7","K",0.09139294
"40039","YAL010C","MDM10","K",-0.430147976
"40040","YAL011W","SWC3","K",-2.39090148
"40041","YAL012W","CYS3","K",0.009712082
"40042","YAL016W","TPD3","K",0.485539343
"40043","YAL018C","LDS1","K",0.337918819
"40044","YAL019W","FUN30","K",0.609507505
"40045","YAL020C","ATS1","K",0.252651158
"40046","YAL021C","CCR4","K",0.35006535
"40047","YAL022C","FUN26","K",1.095203893
"40048","YAL024C","LTE1","K",0.144500561
"40049","YAL026C","DRS2","K",1.704043397
"40050","YAL027W","SAW1","K",-0.251527824
"40051","YAL029C","MYO4","K",0.065852656
"40052","YAL030W","SNC1","K",0.255433455
"40053","YAL033W","POP5","K",1.303151025
"40054","YAL034C","FUN19","K",0.148653564
"40055","YAL034W-A","MTW1","K",-0.731253051
"40056","YAL035C-A","YAL035C-A","K",-0.953050853
"40057","YAL035W","FUN12","K",0.565383147
"40058","YAL036C","RBG1","K",0.86969225
"40059","YAL037W","YAL037W","K",0.259751274
"40060","YAL038C-A","YAL038C-A","K",0.752606202
"40061","YAL038W","CDC19","K",-0.056569932
"40062","YAL039C","CYC3","K",2.08084439
"40063","YAL040C","CLN3","K",0.441173848
"40064","YAL041W","CDC24","K",-0.888402651
"40065","YAL042W","ERV46","K",0.364084429
"40066","YAL043C","PTA1","K",-0.276416462
"40067","YAL043C-A","YAL043C-A","K",0.186657877
"40068","YAL044W-A","BOL1","K",0.630485537
"40069","YAL045C","YAL045C","K",-0.95565666
"40070","YAL046C","BOL3","K",0.159345656
"40071","YAL047C","SPC72","K",0.375043864
"40072","YAL048C","GEM1","K",0.269718847
"40073","YAL049C","AIM2","K",-0.316259765
"40074","YAL054C","ACS1","K",-0.356938262
"40075","YAL055W","PEX22","K",-1.383118206
"40076","YAL058C-A","YAL058C-A","K",-0.296404119
"40077","YAL060W","BDH1","K",0.239934043
"40078","YAL061W","BDH2","K",0.904382599
"40079","YAL062W","GDH3","K",0.583672955
"40080","YAL064C-A","TDA8","K",0.251435473
"40081","YAL064W","YAL064W","K",-1.109778442
"40082","YAL064W-B","YAL064W-B","K",-0.00121317
"40083","YAL066W","YAL066W","K",-1.318413468
"40084","YAL067C","SEO1","K",0.439460492
"40085","YAL068C","PAU8","K",1.863968656
"40086","YAL068W-A","YAL068W-A","K",0.560841461
"40087","YAL069W","YAL069W","K",-0.084247418
"40088","YAR002C-A","ERP1","K",0.510057872
"40089","YAR002W","NUP60","K",-0.475905372
"40090","YAR003W","SWD1","K",0.021677378
"40091","YAR007C","RFA1","K",-0.006070444
"40092","YAR008W","SEN34","K",0.276347499
"40093","YAR015W","ADE1","K",-0.477909538
"40094","YAR018C","KIN3","K",-0.704993749
"40095","YAR020C","PAU7","K",0.116776752
"40096","YAR023C","YAR023C","K",1.011369767
"40097","YAR027W","UIP3","K",0.770455873
"40098","YAR028W","YAR028W","K",0.845143349
"40099","YAR029W","YAR029W","K",0.081028508
"40100","YAR030C","YAR030C","K",0.354851322
"40101","YAR031W","PRM9","K",0.283278
"40102","YAR033W","MST28","K",-0.193371819
"40103","YAR035C-A","YAR035C-A","K",0.091173092
"40104","YAR035W","YAT1","K",1.990876654
"40105","YAR044W","YAR044W","K",1.160240448
"40106","YAR047C","YAR047C","K",-0.398788793
"40107","YAR060C","YAR060C","K",1.626622455
"40108","YAR061W","YAR061W","K",-0.398816076
"40109","YAR064W","YAR064W","K",-0.475632854
"40110","YAR070C","YAR070C","K",0.203801943
"40111","YAR071W","PHO11","K",0.391662847
"40112","YAR073W","IMD1","K",0.906650408
"40113","YAR075W","YAR075W","K",1.014116109
"40114","YBL001C","ECM15","K",-0.155391823
"40115","YBL002W","HTB2","K",0.769328568
"40116","YBL003C","HTA2","K",0.400254607
"40117","YBL005W","PDR3","K",-1.197738826
"40118","YBL008W","HIR1","K",-0.367259028
"40119","YBL009W","ALK2","K",-0.568186494
"40120","YBL010C","YBL010C","K",0.017846345
